RBD;HH_A;HH_UTP;HH_PDIR;HH_DIR;HH_OES;HH_OF;HH_JUTP;HH_IG;HH_OR;HH_DIR_SOST;HH_TP_SOST;HH_SUP_SOST;HH_SUBDIR;HH_PROF_ENC;HH_EDUC_TRAD;HH_TOT
5891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5893;106;0;0;0;0;0;8;0;0;0;0;0;0;40;0;154
5894;358;0;0;44;0;0;44;0;0;0;0;0;0;0;0;446
5896;613;0;0;44;0;0;44;0;0;0;0;0;0;0;0;701
5897;1803;88;0;44;182;0;0;44;0;0;44;0;0;0;0;2205
5899;462;0;0;44;0;0;0;0;0;0;0;0;0;0;0;506
5900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5901;533;0;0;44;44;0;44;0;0;0;0;0;0;0;0;665
5902;690;0;0;44;0;0;44;0;0;0;0;0;0;0;0;778
5905;270;0;0;0;0;0;0;0;0;0;0;0;0;44;0;314
5909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5911;74;0;0;0;0;0;0;0;0;0;0;0;0;44;0;118
5912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5919;717;0;0;44;79;0;0;0;0;0;0;0;0;0;0;840
5921;1379;0;0;44;0;0;44;0;44;0;0;0;44;0;0;1555
5922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5923;180;43;20;44;0;0;0;0;0;0;0;0;0;0;0;287
5924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5927;12;0;0;44;0;0;0;0;0;0;0;0;0;0;0;56
5928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5930;46;0;0;44;0;0;0;0;0;0;0;0;0;0;0;90
5931;8;0;0;44;0;0;0;0;0;0;0;0;0;0;0;52
5932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5933;16;0;0;0;0;0;0;0;0;0;0;0;0;44;0;60
5935;288;0;0;44;0;0;0;0;0;0;0;0;0;0;0;332
5936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5938;473;0;0;44;0;0;0;0;0;0;0;0;0;0;0;517
5939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5940;829;0;44;44;0;0;44;0;0;0;0;0;44;0;0;1005
5942;252;0;0;0;0;0;0;0;0;0;0;0;0;44;0;296
5943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5945;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;42
5946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5947;70;0;0;44;0;0;38;0;0;0;0;0;0;0;0;152
5952;358;0;0;44;0;0;0;0;0;0;0;0;0;0;0;402
5954;264;0;0;44;0;0;0;0;0;0;0;0;0;0;0;308
5955;546;0;0;44;0;0;44;0;0;0;0;0;0;0;0;634
5957;1837;44;0;44;39;0;44;88;44;0;0;0;44;0;0;2184
5959;1047;0;0;44;119;0;0;44;44;0;44;0;0;0;0;1342
5960;582;0;0;0;0;0;38;0;0;0;0;0;0;44;0;664
5961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5962;191;0;0;0;0;0;0;0;0;0;0;0;0;44;0;235
5963;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;42
5964;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;42
5967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5970;436;0;0;0;0;0;0;0;0;0;0;0;0;44;0;480
5972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5973;0;0;0;0;10;0;0;0;0;0;0;0;0;42;0;52
5974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5975;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;42
5976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5977;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;42
5978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5980;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;42
5981;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;42
5983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5984;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;42
5985;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;42
5986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5987;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;42
5988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5990;406;0;0;0;0;0;0;0;0;0;0;0;0;44;0;450
5991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5992;1012;0;0;44;0;0;0;0;0;0;0;0;44;0;0;1100
5993;1032;44;43;44;0;0;44;0;0;0;0;0;0;0;0;1207
5994;452;0;0;44;0;0;43;0;0;0;0;0;0;0;0;539
5995;162;0;0;0;0;0;0;0;0;0;0;0;0;44;0;206
5997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5998;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
5999;314;0;0;44;44;0;0;0;0;0;0;0;0;0;0;402
6001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6003;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;44
6005;252;0;0;0;0;0;0;0;0;0;0;0;0;44;0;296
6006;45;0;0;0;0;0;0;0;0;0;0;0;0;44;0;89
6007;310;0;0;44;88;0;44;0;44;0;0;0;0;0;0;530
6009;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
6010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6011;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
6012;78;0;0;44;0;0;0;0;0;0;0;0;0;0;0;122
6013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6015;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;42
6017;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
6018;602;0;0;44;0;0;44;0;0;0;0;0;0;0;0;690
6019;127;0;0;0;44;0;0;0;0;0;0;0;0;44;0;215
6020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6021;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
6022;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
6023;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
6024;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
6025;69;0;0;0;0;0;0;0;0;0;0;0;0;44;0;113
6026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6027;1518;44;0;44;0;44;0;44;0;0;0;0;0;0;0;1694
6028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6029;480;0;0;44;0;0;0;0;0;0;0;0;0;0;0;524
6030;359;0;0;44;0;0;0;0;0;0;0;0;0;0;0;403
6031;83;0;0;0;0;0;0;0;0;0;0;0;0;44;0;127
6032;5;0;0;0;0;0;0;0;0;0;0;0;0;44;0;49
6034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6036;429;0;0;0;0;0;0;0;0;0;0;0;0;44;0;473
6037;10;0;0;0;0;0;0;0;0;0;0;0;0;44;0;54
6038;544;0;0;44;0;0;0;0;0;0;0;0;0;0;0;588
6039;538;44;0;44;0;0;0;0;0;0;0;0;0;0;0;626
6040;145;0;0;0;38;0;0;0;0;0;0;0;0;44;0;227
6041;18;0;0;40;0;0;0;0;0;0;0;0;0;0;0;58
6042;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
6043;128;0;0;44;0;0;0;0;0;0;0;0;0;0;0;172
6044;68;0;0;0;0;0;0;0;0;0;0;0;0;44;0;112
6045;284;0;0;0;0;0;0;0;0;0;0;0;0;44;0;328
6046;24;0;0;0;0;0;0;0;0;0;0;0;0;44;0;68
6048;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
6049;14;0;0;44;0;0;4;0;0;0;0;0;0;0;0;62
6051;930;0;0;44;79;0;44;44;0;0;0;0;0;0;0;1141
6052;1702;0;0;44;74;0;0;44;0;0;44;0;0;0;0;1908
6053;400;0;0;44;39;0;42;0;0;0;0;0;0;0;0;525
6054;79;0;0;0;0;0;0;0;0;0;0;0;0;44;0;123
6055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6056;1018;0;44;44;44;0;0;0;0;0;0;0;0;0;0;1150
6057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6060;485;0;0;0;39;0;39;0;0;0;0;0;0;44;0;607
6061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6062;46;0;0;0;0;0;0;0;0;0;0;0;0;44;0;90
6063;71;0;0;0;0;0;0;0;0;0;0;0;0;44;0;115
6065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6066;758;0;0;44;0;0;44;44;0;0;0;0;0;0;0;890
6068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6069;609;0;0;44;39;0;0;0;0;0;0;0;0;0;0;692
6070;972;44;0;44;0;0;44;0;0;0;0;0;44;0;0;1148
6071;1241;44;44;44;78;0;0;0;0;0;0;0;0;0;0;1451
6072;1904;0;0;44;0;0;0;0;0;0;0;0;44;0;0;1992
6074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6075;4;0;0;0;0;0;0;0;0;0;0;0;0;44;0;48
6076;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
6077;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
6080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6082;335;0;0;44;0;0;0;0;0;0;0;0;0;0;0;379
6083;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
6084;1101;44;0;44;125;0;44;44;0;0;0;0;0;0;0;1402
6085;1719;0;0;44;108;0;44;44;44;0;0;0;0;0;0;2003
6086;1079;0;0;44;222;7;44;0;0;0;0;0;0;0;0;1396
6087;1566;0;44;44;155;0;44;0;0;0;0;0;0;0;0;1853
6088;763;0;0;44;18;0;44;0;44;0;0;0;0;0;0;913
6089;873;0;0;44;52;0;44;0;0;0;0;0;0;0;0;1013
6090;1408;0;0;44;44;4;44;44;0;0;0;0;0;0;0;1588
6091;97;0;0;44;0;0;0;0;0;0;0;0;0;0;0;141
6092;756;0;0;44;0;0;44;0;0;0;0;0;0;0;0;844
6093;260;0;0;0;0;0;0;0;0;0;0;0;0;44;0;304
6094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6097;12;0;0;0;0;0;0;0;0;0;0;0;0;44;0;56
6098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6107;228;0;0;0;0;0;0;0;0;0;0;0;0;44;0;272
6108;370;0;0;0;0;0;0;0;0;0;0;0;0;44;0;414
6109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6112;1946;0;44;44;38;0;0;88;0;0;0;0;44;0;0;2204
6113;1536;0;0;44;176;0;44;44;19;0;44;0;0;0;0;1907
6115;1236;0;0;44;44;0;44;0;0;0;0;0;0;0;0;1368
6116;1151;0;44;44;0;0;44;0;0;0;0;0;0;0;0;1283
6117;281;0;0;44;0;0;0;0;0;0;0;0;0;0;0;325
6118;1824;0;88;44;60;0;0;40;41;0;0;0;0;0;0;2097
6119;1137;0;0;44;44;0;44;0;0;0;0;0;0;0;0;1269
6120;1962;0;0;44;0;0;42;42;42;0;0;0;0;0;0;2132
6121;265;0;0;44;0;0;0;0;0;0;0;0;0;0;0;309
6122;1016;0;0;44;35;0;44;44;0;0;0;0;0;0;0;1183
6123;105;0;0;0;0;0;0;0;0;0;0;0;0;44;0;149
6124;449;0;44;44;44;0;0;0;0;0;0;0;0;0;0;581
6126;366;0;0;44;0;0;0;0;0;0;0;0;0;0;0;410
6127;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
6129;38;0;0;44;0;0;0;0;0;0;0;0;0;0;0;82
6130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6135;922;40;0;44;38;0;44;39;39;0;0;15;0;0;0;1181
6136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6137;233;0;44;0;0;0;0;0;0;0;0;0;0;44;0;321
6138;282;0;0;44;0;0;0;0;0;0;0;0;0;0;0;326
6139;81;0;0;44;0;0;0;0;0;0;0;0;0;0;0;125
6140;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
6141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6142;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;44
6143;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;44
6144;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;44
6146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6147;60;0;0;0;0;0;0;0;0;0;0;0;0;44;0;104
6148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6149;41;0;0;44;0;0;0;0;0;0;0;0;0;0;0;85
6150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6151;115;0;22;44;0;0;0;0;0;0;0;0;0;0;0;181
6153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6154;40;0;0;0;0;0;0;0;0;0;20;0;20;44;0;124
6155;8;0;0;0;0;0;0;0;0;0;0;0;0;44;0;52
6156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6157;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
6160;42;0;0;0;0;0;0;0;0;0;0;0;0;44;0;86
6161;918;37;0;44;0;0;0;0;0;0;41;0;0;0;0;1040
6163;1635;44;88;44;0;0;44;0;44;0;0;0;0;0;0;1899
6164;951;44;0;44;88;44;0;0;0;0;0;0;0;0;0;1171
6165;553;0;0;44;35;0;0;0;0;0;0;0;0;0;0;632
6166;654;0;0;44;0;0;0;0;0;0;0;0;0;0;0;698
6167;207;0;0;44;0;0;0;0;0;0;0;0;0;0;0;251
6168;42;0;0;0;0;0;0;0;0;0;0;0;0;44;0;86
6170;269;0;0;0;0;0;0;0;0;0;0;0;0;44;0;313
6172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6173;16;0;0;44;30;0;0;0;0;0;0;0;0;0;0;90
6174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6175;74;0;0;0;11;0;0;0;0;0;0;0;0;44;0;129
6177;4;0;0;0;27;0;0;0;0;0;0;0;0;44;0;75
6178;197;0;0;0;0;0;0;0;0;0;0;0;0;44;0;241
6179;165;0;0;0;44;0;0;0;0;0;0;0;0;44;0;253
6180;16;0;0;0;0;0;0;0;0;0;0;0;0;44;0;60
6181;324;0;0;44;0;0;0;0;0;0;0;0;0;0;0;368
6182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6183;364;23;0;0;0;0;0;0;0;0;0;0;0;44;0;431
6184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6188;1327;0;44;44;44;0;88;44;44;0;0;0;0;0;0;1635
6189;668;0;0;44;0;0;0;0;0;0;0;0;0;0;0;712
6190;470;0;0;44;0;0;0;0;0;0;0;0;0;0;0;514
6192;118;0;0;0;0;0;0;0;0;0;0;0;0;44;0;162
6194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6197;30;0;0;44;0;0;0;0;0;0;0;0;0;0;0;74
6198;76;0;0;0;0;0;0;0;0;0;0;0;0;44;0;120
6200;663;0;0;44;44;0;0;0;0;0;0;0;0;0;0;751
6203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6204;552;0;0;44;0;0;0;0;0;0;0;0;0;0;0;596
6205;421;0;0;44;0;0;31;0;0;0;0;0;0;0;0;496
6206;127;0;0;0;0;0;0;0;0;0;0;0;0;44;0;171
6207;321;0;0;44;0;0;0;0;0;0;0;0;0;0;0;365
6208;44;0;0;0;0;0;0;0;0;0;0;0;0;44;0;88
6210;592;74;132;44;143;0;0;44;0;0;0;0;0;0;0;1029
6211;128;0;0;44;0;0;0;0;0;0;0;0;0;0;0;172
6213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6214;214;0;0;44;40;0;0;0;0;0;0;0;0;0;0;298
6216;343;0;0;44;0;0;0;0;0;0;0;0;0;0;0;387
6217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6219;128;12;44;44;0;0;0;0;0;0;0;0;0;0;0;228
6220;361;0;44;44;0;0;44;0;0;0;0;0;0;0;0;493
6221;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;44
6222;28;0;0;44;0;0;0;0;0;0;0;0;0;0;0;72
6223;1394;30;0;44;74;0;44;44;44;0;0;0;0;0;0;1674
6224;1266;44;0;0;82;0;0;0;0;44;0;0;0;44;0;1480
6225;653;0;0;44;74;0;44;0;0;0;0;0;0;0;0;815
6227;637;0;0;44;38;0;44;0;0;0;0;0;0;0;0;763
6228;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;42
6229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6230;1093;0;88;44;76;0;0;0;0;0;0;0;0;0;0;1301
6231;158;0;0;0;0;0;0;0;0;0;0;0;0;44;0;202
6232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6237;101;0;0;0;44;0;0;0;0;0;0;0;0;44;0;189
6238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6244;44;0;0;0;0;0;0;0;0;0;0;0;0;44;0;88
6245;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
6246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6248;44;0;0;0;0;0;0;0;0;0;0;0;0;44;0;88
6249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6251;82;0;0;0;0;0;0;0;0;0;0;0;0;44;0;126
6252;1234;0;44;44;63;0;88;44;0;0;0;0;0;0;0;1517
6253;2269;0;44;44;0;0;0;0;0;0;0;0;0;0;0;2357
6254;1710;76;44;44;80;0;40;0;0;0;0;0;0;0;0;1994
6256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6262;233;0;0;44;118;0;0;0;0;0;0;0;0;0;16;411
6263;20;0;0;44;0;0;0;0;0;0;0;0;0;0;0;64
6264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6267;769;0;0;44;0;0;0;0;0;0;0;0;0;0;0;813
6268;192;0;0;0;0;0;38;0;0;0;0;0;0;44;0;274
6269;986;0;0;44;0;0;44;44;44;0;0;0;0;0;0;1162
6270;1119;44;44;44;48;0;0;0;44;0;0;0;0;0;0;1343
6271;749;0;0;44;8;0;44;44;0;0;0;0;0;0;0;889
6272;627;0;0;44;0;0;44;44;0;0;0;0;0;0;44;803
6273;1354;0;44;44;44;0;44;0;0;0;0;0;0;0;0;1530
6276;12;0;0;0;0;0;0;0;0;0;0;0;0;44;0;56
6277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6279;0;0;0;0;6;0;0;0;0;0;0;0;0;44;3;53
6280;0;0;0;0;10;0;0;0;0;0;0;0;0;44;0;54
6281;8;0;0;0;0;0;0;0;0;0;0;0;0;44;0;52
6282;4;0;0;0;0;0;0;0;0;0;0;0;0;44;0;48
6283;8;0;0;0;0;0;0;0;0;0;0;0;0;44;0;52
6284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6285;705;0;0;44;8;0;44;44;44;0;0;0;0;0;0;889
6286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6289;12;0;0;0;0;0;0;0;0;0;0;0;0;44;0;56
6290;5;0;0;0;0;0;0;0;0;0;0;0;0;44;0;49
6293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6294;436;0;0;44;44;0;0;0;0;0;0;0;0;0;0;524
6296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6300;454;0;0;44;0;0;39;0;0;0;0;0;40;0;0;577
6301;1042;36;44;44;88;0;0;88;44;0;0;0;0;0;0;1386
6302;1368;44;0;44;44;0;0;0;0;0;44;0;0;0;0;1544
6303;529;30;0;44;60;0;0;44;0;0;0;0;0;0;0;707
6304;2325;172;0;44;32;0;0;88;0;0;43;0;0;0;0;2704
6305;665;0;0;44;0;0;0;0;0;0;0;0;0;0;0;709
6308;280;0;0;44;0;0;0;0;0;0;0;0;0;0;0;324
6309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6315;4;0;0;0;22;0;0;0;0;0;0;0;0;44;0;70
6317;6;0;0;0;0;0;0;0;0;0;0;0;0;44;0;50
6318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6319;245;0;0;44;0;0;0;0;0;0;0;0;0;0;0;289
6320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6322;18;0;0;0;0;0;0;0;0;0;0;0;0;40;0;58
6323;15;0;0;0;0;0;0;0;0;0;0;0;0;40;0;55
6325;15;0;0;0;0;0;0;0;0;0;0;0;0;35;0;50
6326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6327;23;0;0;0;0;0;0;0;0;0;0;0;0;35;0;58
6328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6329;18;0;0;0;0;0;0;0;0;0;0;0;0;44;0;62
6330;51;0;0;0;0;0;0;0;0;0;0;0;0;40;0;91
6331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6332;4;0;0;0;11;0;0;0;0;0;0;0;0;40;0;55
6333;50;0;0;0;0;0;0;0;0;0;0;0;0;35;0;85
6334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6336;2395;0;86;44;40;0;44;44;0;0;0;0;0;0;0;2653
6337;480;39;0;44;0;0;0;0;0;0;0;0;0;0;0;563
6340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6343;30;0;0;44;0;0;0;0;0;0;0;0;0;0;0;74
6344;38;0;0;44;0;0;0;0;0;0;0;0;0;0;0;82
6345;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;44
6347;298;44;0;44;0;0;0;0;0;0;0;0;44;0;0;430
6348;1277;0;44;44;0;0;44;44;0;0;0;0;0;0;0;1453
6349;867;44;0;44;82;0;0;44;0;0;0;0;0;0;0;1081
6350;744;0;0;44;0;0;44;0;0;0;0;0;0;0;0;832
6351;665;0;0;44;0;0;0;0;0;0;0;0;0;0;0;709
6352;500;0;0;44;85;0;0;0;0;0;0;0;0;0;0;629
6353;14;0;0;0;0;0;0;0;0;0;0;0;0;43;0;57
6354;10;0;0;0;0;0;0;0;0;0;0;0;0;39;0;49
6356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6358;3;0;0;0;0;0;0;0;0;0;0;0;0;39;0;42
6359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6361;3;0;0;0;0;0;0;0;0;0;0;0;0;39;0;42
6362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6363;14;0;0;39;4;0;0;0;0;0;0;0;0;0;0;57
6364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6370;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;40
6371;0;0;0;0;24;0;0;0;0;0;0;0;0;43;0;67
6373;42;0;0;0;0;0;0;0;0;0;0;0;0;39;0;81
6374;15;0;0;0;6;0;0;0;0;0;0;0;0;40;0;61
6375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6377;17;0;0;0;6;0;0;0;0;0;0;0;0;44;0;67
6378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6379;517;0;44;44;0;0;0;0;0;0;0;0;0;0;0;605
6380;498;0;0;44;0;0;44;0;0;0;0;0;0;0;0;586
6381;605;0;0;44;0;0;0;0;0;0;0;0;0;0;0;649
6382;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;44
6384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6385;366;0;0;44;0;0;0;0;0;0;0;0;0;0;0;410
6387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6389;362;0;0;44;0;0;44;0;0;0;0;0;0;0;0;450
6390;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;44
6391;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;44
6392;174;0;0;44;0;0;0;0;0;0;0;0;0;0;0;218
6393;297;0;0;44;30;0;0;0;0;0;0;0;0;0;0;371
6397;686;0;0;44;82;44;44;44;0;0;0;0;0;0;0;944
