RBD;Nombre Establecimiento;Región;Comuna;Dependencia;Matrícula Media 2017;Categoría Desempeño 2018
447;ESCUELA SAN ANTONIO;de Atacama;TIERRA AMARILLA;Municipal;10;SIN CATEGORIA: BAJA MATRICULA
450;ESCUELA HERMANOS CARRERA;de Atacama;VALLENAR;Municipal;196;MEDIO-BAJO
452;ESCUELA GABRIELA MISTRAL;de Atacama;VALLENAR;Municipal;318;MEDIO
453;ESCUELA IGNACIO CARRERA PINTO;de Atacama;VALLENAR;Municipal;638;MEDIO
454;ESCUELA GREGORIO CASTILLO MARÍN;de Atacama;VALLENAR;Municipal;707;MEDIO
455;ESCUELA REPUBLICA DE LOS E.E.U.U.;de Atacama;VALLENAR;Municipal;258;MEDIO
458;ESCUELA ARTURO PEREZ CANTO;de Atacama;VALLENAR;Municipal;273;MEDIO
459;ESCUELA BASICA ESPANA;de Atacama;VALLENAR;Municipal;555;MEDIO
461;ESCUELA LUIS CRUZ MARTINEZ;de Atacama;VALLENAR;Municipal;241;MEDIO
462;ESCUELA JOSE CAROCA LAFLOR;de Atacama;VALLENAR;Municipal;251;MEDIO
463;ESCUELA BASICA ROBERTO CUADRA ALQUINTA;de Atacama;VALLENAR;Municipal;128;MEDIO-BAJO
464;ESCUELA BASICA GUALBERTO KONG FERNANDEZ;de Atacama;VALLENAR;Municipal;556;MEDIO-BAJO
467;ESCUELA HERNAN ARAVENA CONTRERAS;de Atacama;VALLENAR;Municipal;11;SIN CATEGORIA: BAJA MATRICULA
468;ESCUELA BASICA IGNACIO FRANCO GALLO;de Atacama;VALLENAR;Municipal;17;SIN CATEGORIA: BAJA MATRICULA
469;ESCUELA BASICA JUSTINO LEIVA AMOR;de Atacama;VALLENAR;Municipal;39;MEDIO
471;ESCUELA BASICA SARA BEMBOW VILLEGAS;de Atacama;VALLENAR;Municipal;21;SIN CATEGORIA: BAJA MATRICULA
476;ESCUELA BASICA SOR TERESA DE LOS ANDES;de Atacama;VALLENAR;Municipal;40;MEDIO
478;LICEO SANTA MARTA;de Atacama;VALLENAR;P. Subvencionado;700;ALTO
479;LICEO SAN FRANCISCO;de Atacama;VALLENAR;P. Subvencionado;362;MEDIO
481;ESCUELA BASICA ALEJANDRO NOEMI HUERTA;de Atacama;FREIRINA;Municipal;347;MEDIO-BAJO
482;ESCUELA FORTUNATO SOZA RODRIGUEZ;de Atacama;FREIRINA;Municipal;16;SIN CATEGORIA: BAJA MATRICULA
483;ESCUELA SAMUEL E. CASTILLO LOPEZ;de Atacama;FREIRINA;Municipal;31;SIN CATEGORIA: BAJA MATRICULA
484;ESCUELA DE MAITENCILLO;de Atacama;FREIRINA;Municipal;41;SIN CATEGORIA: BAJA MATRICULA
485;ESCUELA BASICA YERBAS BUENAS;de Atacama;VALLENAR;Municipal;14;SIN CATEGORIA: BAJA MATRICULA
487;ESCUELA BASICA JOSE MIGUEL CARRERA;de Atacama;HUASCO;Municipal;285;MEDIO-BAJO
489;ESCUELA EL OLIVAR;de Atacama;HUASCO;Municipal;339;INSUFICIENTE
490;ESCUELA PABLO NERUDA;de Atacama;HUASCO;Municipal;13;SIN CATEGORIA: BAJA MATRICULA
492;COLEGIO PARTICULAR ENGLISH COLLEGE;de Atacama;HUASCO;P. Subvencionado;239;MEDIO
493;EDUCADOR ARTURO ALVEAR RAMOS;de Atacama;ALTO DEL CARMEN;Municipal;165;MEDIO
495;ESCUELA AGLADE MARIN VARGAS;de Atacama;ALTO DEL CARMEN;Municipal;11;SIN CATEGORIA: BAJA MATRICULA
496;ESCUELA DE CHOLLAY;de Atacama;ALTO DEL CARMEN;Municipal;15;SIN CATEGORIA: BAJA MATRICULA
497;ESCUELA DE LA PAMPA;de Atacama;ALTO DEL CARMEN;Municipal;7;SIN CATEGORIA: BAJA MATRICULA
498;ESCUELA ALGARROBILLA;de Atacama;ALTO DEL CARMEN;Municipal;3;SIN CATEGORIA: BAJA MATRICULA
499;ESCUELA RICARDO CAMPILLAY CONTRERAS;de Atacama;ALTO DEL CARMEN;Municipal;180;MEDIO
500;ESCUELA BASICA RURAL EL TAMBO;de Atacama;ALTO DEL CARMEN;Municipal;15;SIN CATEGORIA: BAJA MATRICULA
502;ESCUELA DE LAS MARQUESAS;de Atacama;ALTO DEL CARMEN;Municipal;11;SIN CATEGORIA: BAJA MATRICULA
503;ESCUELA DE LAS BREAS;de Atacama;ALTO DEL CARMEN;Municipal;3;SIN CATEGORIA: BAJA MATRICULA
504;ESCUELA GABRIELA MISTRAL;de Atacama;ALTO DEL CARMEN;Municipal;11;SIN CATEGORIA: BAJA MATRICULA
506;ESCUELA DE LOS PERALES;de Atacama;ALTO DEL CARMEN;Municipal;5;SIN CATEGORIA: BAJA MATRICULA
508;ESCUELA DE CHIGUINTO;de Atacama;ALTO DEL CARMEN;Municipal;9;SIN CATEGORIA: BAJA MATRICULA
509;ESC.BASICA ALDECIRA ALVAREZ A.;de Atacama;ALTO DEL CARMEN;Municipal;1;SIN CATEGORIA: BAJA MATRICULA
514;ESCUELA DE EL CORRAL;de Atacama;ALTO DEL CARMEN;Municipal;6;SIN CATEGORIA: BAJA MATRICULA
519;COLEGIO ARTURO PRAT CHACON;de Coquimbo;LA SERENA;Municipal;799;MEDIO
521;COLEGIO VICTOR DOMINGO SILVA;de Coquimbo;LA SERENA;Municipal;271;MEDIO
522;COLEGIO JAVIERA CARRERA;de Coquimbo;LA SERENA;Municipal;390;MEDIO-BAJO
523;ESCUELA ALONSO DE ERCILLA;de Coquimbo;LA SERENA;Municipal;243;INSUFICIENTE
525;COLEGIO JAPON;de Coquimbo;LA SERENA;Municipal;394;INSUFICIENTE
526;COLEGIO JOSE MANUEL BALMACEDA;de Coquimbo;LA SERENA;Municipal;330;MEDIO
527;COLEGIO HEROES DE LA CONCEPCION;de Coquimbo;LA SERENA;Municipal;364;INSUFICIENTE
528;ESCUELA GERMAN RIESCO;de Coquimbo;LA SERENA;Municipal;288;MEDIO-BAJO
530;COLEGIO GABRIEL GONZALEZ VIDELA;de Coquimbo;LA SERENA;Municipal;386;MEDIO-BAJO
531;COLEGIO PEDRO AGUIRRE CERDA;de Coquimbo;LA SERENA;Municipal;274;INSUFICIENTE
533;COLEGIO DARIO SALAS;de Coquimbo;LA SERENA;Municipal;42;MEDIO-BAJO
534;COLEGIO VILLA SAN BARTOLOME;de Coquimbo;LA SERENA;Municipal;356;MEDIO-BAJO
535;COLEGIO JOSE MIGUEL CARRERA;de Coquimbo;LA SERENA;Municipal;263;MEDIO-BAJO
536;COLEGIO BERNARDA MORIN;de Coquimbo;LA SERENA;Municipal;119;INSUFICIENTE
539;COLEGIO DE ALGARROBITO;de Coquimbo;LA SERENA;Municipal;93;MEDIO
540;ESCUELA DE ISLON;de Coquimbo;LA SERENA;Municipal;65;MEDIO-BAJO
542;ESCUELA DE LAMBERT;de Coquimbo;LA SERENA;Municipal;120;MEDIO
543;COLEGIO ALTOVALSOL;de Coquimbo;LA SERENA;Municipal;104;MEDIO
546;COLEGIO COQUIMBITO;de Coquimbo;LA SERENA;Municipal;84;MEDIO
548;ESCUELA DE COLONIA ALFALFARES;de Coquimbo;LA SERENA;Municipal;94;MEDIO-BAJO
549;ESCUELA DE LOS CORRALES;de Coquimbo;LA SERENA;Municipal;6;SIN CATEGORIA: BAJA MATRICULA
550;ESCUELA DE ALMIRANTE LATORRE;de Coquimbo;LA SERENA;Municipal;4;SIN CATEGORIA: BAJA MATRICULA
551;ESCUELA DE LAS ROJAS;de Coquimbo;LA SERENA;Municipal;97;MEDIO
552;ESCUELA DE CHACAY ALTO;de Coquimbo;LA SERENA;Municipal;3;SIN CATEGORIA: BAJA MATRICULA
554;ESCUELA DE PELICANA;de Coquimbo;LA SERENA;Municipal;5;SIN CATEGORIA: BAJA MATRICULA
556;ESCUELA DE ROMERO;de Coquimbo;LA SERENA;Municipal;143;INSUFICIENTE
557;ESCUELA DE SATURNO;de Coquimbo;LA SERENA;Municipal;184;ALTO
558;COLEGIO PUNTA DE TEATINOS;de Coquimbo;LA SERENA;Municipal;19;SIN CATEGORIA: BAJA MATRICULA
560;COLEGIO QUEBRADA DE TALCA;de Coquimbo;LA SERENA;Municipal;125;MEDIO
561;COLEGIO EL ROMERAL;de Coquimbo;LA SERENA;Municipal;24;SIN CATEGORIA: BAJA MATRICULA
562;COLEGIO CALETA SAN PEDRO;de Coquimbo;LA SERENA;Municipal;155;MEDIO
563;COLEGIO LA LAJA;de Coquimbo;LA SERENA;Municipal;4;SIN CATEGORIA: BAJA MATRICULA
564;COLEGIO LA ESTRELLA;de Coquimbo;LA SERENA;Municipal;9;SIN CATEGORIA: BAJA MATRICULA
565;COLEGIO PARTICULAR ADVENTISTA MARANATA;de Coquimbo;LA SERENA;P. Subvencionado;522;MEDIO
566;COLEGIO ISABEL RIQUELME;de Coquimbo;LA SERENA;P. Subvencionado;267;MEDIO
567;COLEGIO SAN FRANCISCO COLL;de Coquimbo;LA SERENA;P. Subvencionado;713;ALTO
568;COLEGIO SAN ANTONIO;de Coquimbo;LA SERENA;P. Subvencionado;353;MEDIO
570;COLEGIO ELENA BETTINI;de Coquimbo;LA SERENA;P. Subvencionado;353;MEDIO
573;ESCUELA PARTICULAR TERESA VIDELA DE G;de Coquimbo;LA SERENA;P. Subvencionado;339;MEDIO
579;COLEGIO SEMINARIO CONCILIAR;de Coquimbo;LA SERENA;P. Subvencionado;710;MEDIO
580;COLEGIO GERONIMO RENDIC;de Coquimbo;LA SERENA;P. Subvencionado;935;ALTO
581;ESCUELA EXPERIMENTAL DE MUSICA JORGE PEÑA HEN;de Coquimbo;LA SERENA;P. Subvencionado;449;MEDIO-BAJO
582;COLEGIO ANDRES BELLO;de Coquimbo;LA SERENA;P. Subvencionado;454;MEDIO
583;COLEGIO SAGRADOS CORAZONES;de Coquimbo;LA SERENA;P. Subvencionado;609;MEDIO
585;COLEGIO THE INTERNATIONAL SCHOOL;de Coquimbo;LA SERENA;P. Pagado;447;MEDIO
587;COLEGIO SERENA;de Coquimbo;LA SERENA;P. Pagado;165;ALTO
589;COLEGIO SANTO DOMINGO;de Coquimbo;LA SERENA;P. Subvencionado;226;MEDIO
590;COLEGIO PARTICULAR SAN JOSE;de Coquimbo;LA SERENA;P. Subvencionado;557;MEDIO
591;COLEGIO INGLES CATOLICO;de Coquimbo;LA SERENA;P. Pagado;413;MEDIO
594;COLEGIO FRANCISCO DE AGUIRRE;de Coquimbo;LA SERENA;P. Subvencionado;89;MEDIO
597;ESCUELA BASICA PEDRO PABLO MUNOZ;de Coquimbo;LA HIGUERA;Municipal;215;MEDIO
598;ESCUELA DE PUNTA DE CHOROS;de Coquimbo;LA HIGUERA;Municipal;30;SIN CATEGORIA: BAJA MATRICULA
599;ESCUELA JOSE SANTOS OSSA;de Coquimbo;LA HIGUERA;Municipal;82;MEDIO-BAJO
602;ESCUELA BASICA CARLOS CONDELL;de Coquimbo;LA HIGUERA;Municipal;105;MEDIO
604;ESCUELA DE PUNTA COLORADA;de Coquimbo;LA HIGUERA;Municipal;28;SIN CATEGORIA: BAJA MATRICULA
606;ESCUELA BASICA SAN ANDRES;de Coquimbo;LA HIGUERA;Municipal;22;SIN CATEGORIA: BAJA MATRICULA
608;ESCUELA DE LOS CHOROS;de Coquimbo;LA HIGUERA;Municipal;23;SIN CATEGORIA: BAJA MATRICULA
612;ESCUELA GUILLERMO CERECEDA;de Coquimbo;COQUIMBO;Municipal;229;MEDIO
613;COLEGIO DE ARTES CLAUDIO ARRAU;de Coquimbo;COQUIMBO;Municipal;552;MEDIO-BAJO
614;ESCUELA PRESIDENTE ANIBAL PINTO;de Coquimbo;COQUIMBO;Municipal;266;MEDIO-BAJO
615;ESCUELA COQUIMBO;de Coquimbo;COQUIMBO;Municipal;186;MEDIO
616;ESCUELA CARDENAL JOSE MARIA CARO;de Coquimbo;COQUIMBO;Municipal;594;MEDIO
617;COLEGIO SANTA CECILIA;de Coquimbo;COQUIMBO;Municipal;227;MEDIO
618;ESCUELA SANTO TOMAS DE AQUINO;de Coquimbo;COQUIMBO;Municipal;504;MEDIO-BAJO
620;ESCUELA JOSE ALFARO ALFARO;de Coquimbo;COQUIMBO;Municipal;329;MEDIO-BAJO
621;ESCUELA BASICA MARIO MUNOZ SILVA;de Coquimbo;COQUIMBO;Municipal;157;MEDIO
625;ESCUELA TOMASA OLIVARES CAAMANO;de Coquimbo;COQUIMBO;Municipal;186;MEDIO
626;ESCUELA BASICA DAVID LEON TAPIA;de Coquimbo;COQUIMBO;Municipal;470;MEDIO
628;ESCUELA DE PENUELAS;de Coquimbo;COQUIMBO;Municipal;176;MEDIO
629;COLEGIO PABLO NERUDA;de Coquimbo;COQUIMBO;Municipal;441;MEDIO
630;COLEGIO LA HERRADURA;de Coquimbo;COQUIMBO;Municipal;280;MEDIO
631;ESCUELA SAN RAFAEL;de Coquimbo;COQUIMBO;Municipal;324;MEDIO
632;ESCUELA BASICA MANUEL DE SALAS;de Coquimbo;COQUIMBO;Municipal;315;MEDIO
634;ESCUELA DE HUACHALALUME;de Coquimbo;COQUIMBO;Municipal;54;MEDIO
635;ESCUELA DE TOTORALILLO;de Coquimbo;COQUIMBO;Municipal;14;SIN CATEGORIA: BAJA MATRICULA
637;ESCUELA LUCILA GODOY ALCAYAGA;de Coquimbo;COQUIMBO;Municipal;209;MEDIO-BAJO
638;ESCUELA DE CAMARONES;de Coquimbo;COQUIMBO;Municipal;4;SIN CATEGORIA: BAJA MATRICULA
639;ESCUELA DE LAS BARRANCAS;de Coquimbo;COQUIMBO;Municipal;43;MEDIO
640;ESCUELA DE EL MOLLACO;de Coquimbo;COQUIMBO;Municipal;3;SIN CATEGORIA: BAJA MATRICULA
641;ESCUELA DE LAS CARDAS;de Coquimbo;COQUIMBO;Municipal;58;ALTO
642;ESCUELA DE EL PENON;de Coquimbo;COQUIMBO;Municipal;145;MEDIO
643;ESCUELA DE TAMBILLOS;de Coquimbo;COQUIMBO;Municipal;85;MEDIO
644;ESCUELA DE PUERTO ALDEA;de Coquimbo;COQUIMBO;Municipal;24;SIN CATEGORIA: BAJA MATRICULA
645;ESCUELA DE EL TANGUE;de Coquimbo;COQUIMBO;Municipal;6;SIN CATEGORIA: BAJA MATRICULA
646;COLEGIO BERNARDO O´HIGGINS;de Coquimbo;COQUIMBO;P. Subvencionado;905;MEDIO
647;COLEGIO MANUEL MONTT;de Coquimbo;COQUIMBO;P. Subvencionado;276;MEDIO-BAJO
648;COLEGIO SANTA MARTA;de Coquimbo;COQUIMBO;P. Subvencionado;658;ALTO
649;COLEGIO PARTICULAR GABRIELA MISTRAL;de Coquimbo;COQUIMBO;P. Subvencionado;730;MEDIO
650;ESCUELA PARTICULAR METODISTA;de Coquimbo;COQUIMBO;P. Subvencionado;311;MEDIO
655;COLEGIO PARTICULAR SAN IGNACIO;de Coquimbo;COQUIMBO;P. Subvencionado;329;MEDIO
657;ESCUELA LUIS CRUZ MARTINEZ;de Coquimbo;ANDACOLLO;Municipal;202;MEDIO-BAJO
658;ESCUELA PATRICIO LYNCH;de Coquimbo;ANDACOLLO;Municipal;190;MEDIO
659;ESCUELA PADRE BLAS HERNANDEZ SANCHEZ;de Coquimbo;ANDACOLLO;Municipal;5;SIN CATEGORIA: BAJA MATRICULA
661;ESCUELA LUIS AMENABAR OSSA;de Coquimbo;ANDACOLLO;Municipal;18;SIN CATEGORIA: BAJA MATRICULA
662;ESCUELA DE MAITENCILLO;de Coquimbo;ANDACOLLO;Municipal;7;SIN CATEGORIA: BAJA MATRICULA
664;COLEGIO PARROQUIAL DE ANDACOLLO;de Coquimbo;ANDACOLLO;P. Subvencionado;609;ALTO
666;ESCUELA BASICA LUCILA GODOY ALCAYAGA;de Coquimbo;VICUNA;Municipal;293;MEDIO-BAJO
668;ESCUELA EDMUNDO VIDAL CARDENAS;de Coquimbo;VICUNA;Municipal;279;ALTO
669;ESCUELA NEFTALI REYES;de Coquimbo;VICUNA;Municipal;143;MEDIO
671;ESCUELA RIOS DE ELQUI;de Coquimbo;VICUNA;Municipal;110;MEDIO
672;ESCUELA DE DIAGUITAS JUAN TORRES M.;de Coquimbo;VICUNA;Municipal;126;MEDIO
673;ESCUELA JOSE ABELARDO NUNEZ;de Coquimbo;VICUNA;Municipal;153;INSUFICIENTE
674;ESCUELA DE VINITA ALTA;de Coquimbo;VICUNA;Municipal;3;SIN CATEGORIA: BAJA MATRICULA
676;ESCUELA DE SAN CARLOS;de Coquimbo;VICUNA;Municipal;10;SIN CATEGORIA: BAJA MATRICULA
678;ESCUELA AMELIA BARAHONA MUJICA;de Coquimbo;VICUNA;Municipal;37;MEDIO
680;ESCUELA FEDERICO BARNES PAYNE;de Coquimbo;VICUNA;Municipal;52;MEDIO-BAJO
681;ESCUELA DE EL ARENAL;de Coquimbo;VICUNA;Municipal;17;SIN CATEGORIA: BAJA MATRICULA
682;ESCUELA DAGOBERTO CAMPOS NUNEZ;de Coquimbo;VICUNA;Municipal;97;INSUFICIENTE
683;ESCUELA DE LA CALERA;de Coquimbo;VICUNA;Municipal;17;SIN CATEGORIA: BAJA MATRICULA
686;ESCUELA BÁSICA MARIO AQUILES RODRIGUEZ;de Coquimbo;PAIHUANO;Municipal;33;SIN CATEGORIA: BAJA MATRICULA
687;ESCUELA DE HUANTA;de Coquimbo;VICUNA;Municipal;5;SIN CATEGORIA: BAJA MATRICULA
688;ESCUELA DE CHAPILCA;de Coquimbo;VICUNA;Municipal;21;SIN CATEGORIA: BAJA MATRICULA
689;ESCUELA DE VARILLAR;de Coquimbo;VICUNA;Municipal;6;SIN CATEGORIA: BAJA MATRICULA
690;COLEGIO ANTONIO VARAS;de Coquimbo;VICUNA;P. Subvencionado;566;MEDIO
691;ESCUELA MUNICIPAL CIELO CLARO--PAIHUANO;de Coquimbo;PAIHUANO;Municipal;173;MEDIO
692;ESCUELA JERONIMO GODOY VILLANUEVA;de Coquimbo;PAIHUANO;Municipal;100;INSUFICIENTE
693;ESCUELA MUNICIPAL QUEBRADA DE PAIHUANO;de Coquimbo;PAIHUANO;Municipal;16;SIN CATEGORIA: BAJA MATRICULA
694;ESCUELA GABRIELA MISTRAL;de Coquimbo;PAIHUANO;Municipal;105;MEDIO-BAJO
695;ESCUELA MUNICIPAL TRES CRUCES;de Coquimbo;PAIHUANO;Municipal;1;SIN CATEGORIA: BAJA MATRICULA
696;ESCUELA MUNICIPAL LA ORTIGA;de Coquimbo;PAIHUANO;Municipal;15;SIN CATEGORIA: BAJA MATRICULA
697;ESCUELA MUNICIPAL ALCOHUAZ;de Coquimbo;PAIHUANO;Municipal;14;SIN CATEGORIA: BAJA MATRICULA
699;ESCUELA MARIA ISABEL PERALTA P.;de Coquimbo;PAIHUANO;Municipal;15;SIN CATEGORIA: BAJA MATRICULA
706;COLEGIO FRAY JORGE;de Coquimbo;OVALLE;Municipal;590;MEDIO-BAJO
707;ESCUELA BASICA HELENE LANG;de Coquimbo;OVALLE;Municipal;551;MEDIO
708;ESCUELA ANTONIO TIRADO LANAS;de Coquimbo;OVALLE;Municipal;287;MEDIO
709;ESCUELA BASICA OSCAR ARAYA MOLINA;de Coquimbo;OVALLE;Municipal;251;MEDIO
710;ESCUELA BASICA JOSE TOMAS OVALLE B.;de Coquimbo;OVALLE;Municipal;215;MEDIO-BAJO
711;ESCUELA GUARDIAMARINA ERNESTO RIQUELME V;de Coquimbo;OVALLE;Municipal;311;MEDIO-BAJO
712;ESCUELA BÁSICA ARTURO ALESSANDRI PALMA;de Coquimbo;OVALLE;Municipal;513;MEDIO
713;ESCUELA ARTURO VILLALON SIEULANNE;de Coquimbo;OVALLE;Municipal;257;MEDIO
714;ESCUELA BASICA VISTA HERMOSA;de Coquimbo;OVALLE;Municipal;437;MEDIO
715;ESCUELA BASICA BERNARDO O¦HIGGINS RIQUELME;de Coquimbo;OVALLE;Municipal;171;MEDIO
716;ESC.PADRE JOSEPH BENEDIKT STEGMEIER;de Coquimbo;OVALLE;Municipal;309;MEDIO
718;ESCUELA MARCOS MACUADA OGALDE;de Coquimbo;OVALLE;Municipal;113;MEDIO-BAJO
721;ESCUELA BASICA FLORENCIO ESPINOZA LOPEZ;de Coquimbo;OVALLE;Municipal;496;MEDIO
722;ESC. HEBERTO VELAZQUEZ VELAZQUEZ;de Coquimbo;OVALLE;Municipal;187;MEDIO
723;ESCUELA VILLORRIO EL TALHUEN;de Coquimbo;OVALLE;Municipal;17;SIN CATEGORIA: BAJA MATRICULA
724;ESCUELA BASICA CALETA EL MAITEN;de Coquimbo;OVALLE;Municipal;6;SIN CATEGORIA: BAJA MATRICULA
725;ESCUELA EL CRISOL;de Coquimbo;OVALLE;Municipal;139;MEDIO
726;ESCUELA QUEBRADA SECA DE SOTAQUI;de Coquimbo;OVALLE;Municipal;4;SIN CATEGORIA: BAJA MATRICULA
728;ESCUELA EL ALGARROBO;de Coquimbo;OVALLE;Municipal;11;SIN CATEGORIA: BAJA MATRICULA
729;ESCUELA BASICA LOS OLIVOS;de Coquimbo;OVALLE;Municipal;86;MEDIO
730;ESCUELA BASICA LUCIA NUNEZ DE LA CUADRA;de Coquimbo;OVALLE;Municipal;122;MEDIO-BAJO
731;ESCUELA EL TRAPICHE;de Coquimbo;OVALLE;Municipal;38;SIN CATEGORIA: BAJA MATRICULA
733;ESCUELA PADRE DAMIAN HEREDIA;de Coquimbo;OVALLE;Municipal;47;SIN CATEGORIA: BAJA MATRICULA
735;ESCUELA LA QUIROGA;de Coquimbo;OVALLE;Municipal;4;SIN CATEGORIA: BAJA MATRICULA
736;ESCUELA BASICA LOS SOSSAS;de Coquimbo;OVALLE;Municipal;2;SIN CATEGORIA: BAJA MATRICULA
737;ESCUELA BASICA VALENTIN LETELIER;de Coquimbo;OVALLE;Municipal;127;MEDIO
740;ESCUELA PEDRO ENRIQUE ALFONSO BARRIOS;de Coquimbo;OVALLE;Municipal;83;MEDIO-BAJO
743;ESCUELA CARACHILLA;de Coquimbo;OVALLE;Municipal;39;MEDIO
744;ESCUELA ORURO;de Coquimbo;OVALLE;Municipal;18;SIN CATEGORIA: BAJA MATRICULA
745;ESCUELA LA HIGUERA DE PALOMA;de Coquimbo;OVALLE;Municipal;5;SIN CATEGORIA: BAJA MATRICULA
746;ESCUELA EL SAUCE;de Coquimbo;OVALLE;Municipal;6;SIN CATEGORIA: BAJA MATRICULA
747;ESCUELA CERRO TAMAYA;de Coquimbo;OVALLE;Municipal;88;MEDIO
749;ESCUELA TRANQUE RECOLETA;de Coquimbo;OVALLE;Municipal;4;SIN CATEGORIA: BAJA MATRICULA
750;ESCUELA ELVIRA DEL CARMEN OCHOA  AVILES;de Coquimbo;OVALLE;Municipal;75;MEDIO
752;ESCUELA VALLE HERMOSO;de Coquimbo;OVALLE;Municipal;7;SIN CATEGORIA: BAJA MATRICULA
753;ESC.BAS.JUAN PABLO ARTIGUES PENAFIEL;de Coquimbo;OVALLE;Municipal;132;MEDIO
754;ESCUELA LA ARAUCANA;de Coquimbo;OVALLE;Municipal;10;SIN CATEGORIA: BAJA MATRICULA
755;ESCUELA CANELILLA;de Coquimbo;OVALLE;Municipal;2;SIN CATEGORIA: BAJA MATRICULA
756;ESCUELA SANTA CATALINA;de Coquimbo;OVALLE;Municipal;11;SIN CATEGORIA: BAJA MATRICULA
757;ESCUELA BASICA EL GUINDO;de Coquimbo;OVALLE;Municipal;75;MEDIO-BAJO
758;ESCUELA CORDILLERA;de Coquimbo;OVALLE;Municipal;3;SIN CATEGORIA: BAJA MATRICULA
759;ESCUELA BASICA GASPAR CABRALES;de Coquimbo;OVALLE;Municipal;20;SIN CATEGORIA: BAJA MATRICULA
760;ESCUELA LAS LOMAS DE PUNILLA;de Coquimbo;OVALLE;Municipal;10;SIN CATEGORIA: BAJA MATRICULA
762;ESCUELA CALETA EL TORO;de Coquimbo;OVALLE;Municipal;19;SIN CATEGORIA: BAJA MATRICULA
763;COLEGIO SAN JUAN BAUTISTA;de Coquimbo;OVALLE;P. Subvencionado;721;MEDIO
766;COLEGIO SANTA MARIA EUFRASIA;de Coquimbo;OVALLE;P. Subvencionado;1080;ALTO
767;COLEGIO PARTICULAR GABRIELA MISTRAL;de Coquimbo;OVALLE;P. Subvencionado;342;MEDIO
769;COLEGIO SAN VIATOR;de Coquimbo;OVALLE;P. Subvencionado;719;ALTO
770;COLEGIO AMALIA ERRAZURIZ;de Coquimbo;OVALLE;P. Pagado;337;ALTO
771;ESCUELA PARTICULAR EL ARRAYAN;de Coquimbo;OVALLE;P. Subvencionado;1;SIN CATEGORIA: BAJA MATRICULA
773;ESCUELA SAMO ALTO;de Coquimbo;RIO HURTADO;Municipal;67;MEDIO
774;COLEGIO PICHASCA;de Coquimbo;RIO HURTADO;Municipal;143;MEDIO
775;ESCUELA BASICA DE FUNDINA;de Coquimbo;RIO HURTADO;Municipal;18;SIN CATEGORIA: BAJA MATRICULA
776;ES.BAS.SAN PEDRO DE RIO HURTADO;de Coquimbo;RIO HURTADO;Municipal;6;SIN CATEGORIA: BAJA MATRICULA
777;ESC.BASICA  HIJOS DE EL CHANAR;de Coquimbo;RIO HURTADO;Municipal;10;SIN CATEGORIA: BAJA MATRICULA
778;ESCUELA BASICA LAS BREAS;de Coquimbo;RIO HURTADO;Municipal;20;SIN CATEGORIA: BAJA MATRICULA
780;ESCUELA BASICA TABAQUEROS;de Coquimbo;RIO HURTADO;Municipal;19;SIN CATEGORIA: BAJA MATRICULA
783;ESCUELA DOCTOR JOSE LUIS ARRANO;de Coquimbo;ANDACOLLO;Municipal;6;SIN CATEGORIA: BAJA MATRICULA
784;ESCUELA BASICA  HUAMPULLA;de Coquimbo;RIO HURTADO;Municipal;2;SIN CATEGORIA: BAJA MATRICULA
785;ESCUELA BASICA LOS MAITENES DE SAMO ALTO;de Coquimbo;RIO HURTADO;Municipal;2;SIN CATEGORIA: BAJA MATRICULA
786;ESCUELA BASICA  LA HUERTA;de Coquimbo;RIO HURTADO;Municipal;2;SIN CATEGORIA: BAJA MATRICULA
787;ESCUELA BASICA MORRILLOS;de Coquimbo;RIO HURTADO;Municipal;5;SIN CATEGORIA: BAJA MATRICULA
788;ESCUELA BASICA VADO DE MORRILLOS;de Coquimbo;RIO HURTADO;Municipal;4;SIN CATEGORIA: BAJA MATRICULA
789;ESCUELA EL ESPINAL DE RIO HURTADO;de Coquimbo;RIO HURTADO;Municipal;7;SIN CATEGORIA: BAJA MATRICULA
790;ESCUELA BASICA EL ROMERAL;de Coquimbo;RIO HURTADO;Municipal;7;SIN CATEGORIA: BAJA MATRICULA
792;ESCUELA BASICA  ESTANCIA EL SAUCE;de Coquimbo;RIO HURTADO;Municipal;6;SIN CATEGORIA: BAJA MATRICULA
793;ESCUELA BASICA DE  SERON;de Coquimbo;RIO HURTADO;Municipal;42;ALTO
795;ESC.BASICA DOMINGO SANTA MARIA GONZALEZ;de Coquimbo;ANDACOLLO;Municipal;8;SIN CATEGORIA: BAJA MATRICULA
797;ESCUELA LOS MAITENES DE SERON;de Coquimbo;RIO HURTADO;Municipal;6;SIN CATEGORIA: BAJA MATRICULA
798;ESCUELA EL PALQUI;de Coquimbo;MONTE PATRIA;Municipal;663;MEDIO
799;COLEGIO REPUBLICA DE CHILE;de Coquimbo;MONTE PATRIA;Municipal;341;MEDIO
800;ESCUELA HUATULAME;de Coquimbo;MONTE PATRIA;Municipal;136;MEDIO-BAJO
803;ESC.CONCENTRACION FRONTERIZA DE TULAHUEN;de Coquimbo;MONTE PATRIA;Municipal;160;MEDIO
804;ESCUELA BASICA WENCESLAO VARGAS;de Coquimbo;MONTE PATRIA;Municipal;149;MEDIO
805;ESCUELA EL MAQUI;de Coquimbo;MONTE PATRIA;Municipal;25;SIN CATEGORIA: BAJA MATRICULA
