RBD;Nombre Establecimiento;Región;Comuna;Dependencia;Matrícula Media 2017;Categoría Desempeño 2018
1170;ESCUELA BASICA VALLE DE ARTIFICIO;de Valparaíso;CABILDO;Municipal;134;MEDIO
1171;ESCUELA BASICA LA FRONTERA DE ALICAHUE;de Valparaíso;CABILDO;Municipal;17;SIN CATEGORIA: BAJA MATRICULA
1173;ESCUELA ESTER SILVA SOMARRIVA BARTOLILLO;de Valparaíso;CABILDO;Municipal;94;MEDIO
1174;ESCUELA BASICA SAN LORENZO;de Valparaíso;CABILDO;Municipal;100;MEDIO-BAJO
1176;ESCUELA PABLO NERUDA;de Valparaíso;CABILDO;Municipal;57;MEDIO
1178;ESCUELA BASICA LA VINA;de Valparaíso;CABILDO;Municipal;164;MEDIO-BAJO
1180;ESCUELA BASICA G-45;de Valparaíso;CABILDO;Municipal;158;MEDIO-BAJO
1181;ESCUELA BASICA LOS ANGELES;de Valparaíso;CABILDO;Municipal;10;SIN CATEGORIA: BAJA MATRICULA
1182;ESCUELA BASICA G-47;de Valparaíso;CABILDO;Municipal;9;SIN CATEGORIA: BAJA MATRICULA
1183;LICEO DE ZAPALLAR;de Valparaíso;ZAPALLAR;Municipal;194;MEDIO
1184;ESCUELA BASICA MERCEDES MATURANA GALLARDO;de Valparaíso;ZAPALLAR;Municipal;229;MEDIO
1185;ESCUELA BALNEARIO CACHAGUA;de Valparaíso;ZAPALLAR;Municipal;125;MEDIO
1189;ESCUELA BASICA AURELIO DURAN ALMENDRO;de Valparaíso;ZAPALLAR;Municipal;91;MEDIO
1190;COLEGIO PARROQUIAL FRANCISCO DIDIER;de Valparaíso;ZAPALLAR;P. Subvencionado;252;MEDIO
1191;ESCUELA PAPUDO;de Valparaíso;PAPUDO;Municipal;201;MEDIO-BAJO
1192;ESCUELA RURAL PULLALLY;de Valparaíso;PAPUDO;Municipal;119;MEDIO
1197;ESCUELA ESPANA;de Valparaíso;LOS ANDES;Municipal;734;MEDIO-BAJO
1198;LICEO REPUBLICA ARGENTINA;de Valparaíso;LOS ANDES;Municipal;142;MEDIO-BAJO
1200;ESCUELA JOHN KENNEDY;de Valparaíso;LOS ANDES;Municipal;223;MEDIO
1202;ESCUELA FERROVIARIA;de Valparaíso;LOS ANDES;Municipal;221;MEDIO-BAJO
1203;ESCUELA GABRIELA MISTRAL;de Valparaíso;LOS ANDES;Municipal;234;MEDIO-BAJO
1204;ESCUELA BASICA GRAL.JOSE MIGUEL CARRERA;de Valparaíso;LOS ANDES;Municipal;141;MEDIO-BAJO
1208;ESCUELA BASICA RIO BLANCO;de Valparaíso;LOS ANDES;Municipal;94;MEDIO
1210;ESCUELA EL SAUCE;de Valparaíso;LOS ANDES;Municipal;214;MEDIO
1211;ESCUELA IGNACIO CARRERA PINTO;de Valparaíso;LOS ANDES;Municipal;223;MEDIO
1212;ESCUELA JUAN GOMEZ MILLAS;de Valparaíso;SAN FELIPE;Municipal;30;SIN CATEGORIA: BAJA MATRICULA
1213;LICEO PARTICULAR MIXTO LOS ANDES;de Valparaíso;LOS ANDES;P. Subvencionado;592;MEDIO-BAJO
1214;COLEGIO MARIA AUXILIADORA;de Valparaíso;LOS ANDES;P. Subvencionado;359;MEDIO
1215;ESCUELA PARTICULAR SAN JOSE;de Valparaíso;LOS ANDES;P. Subvencionado;597;MEDIO
1216;ESCUELA PARTICULAR HUMBERTO CASARINO;de Valparaíso;LOS ANDES;P. Subvencionado;317;MEDIO
1217;LICEO SANTA CLARA;de Valparaíso;LOS ANDES;P. Subvencionado;847;MEDIO-BAJO
1218;ESCUELA PARTICULAR JEAN PIAGET;de Valparaíso;LOS ANDES;P. Subvencionado;392;ALTO
1220;ESCUELA PARTICULAR METODISTA E.DEL NINO;de Valparaíso;LOS ANDES;P. Subvencionado;314;MEDIO
1221;COLEGIO  ALCAZAR;de Valparaíso;LOS ANDES;P. Subvencionado;272;MEDIO
1225;INSTITUTO CHACABUCO;de Valparaíso;LOS ANDES;P. Pagado;614;ALTO
1226;COLEGIO MARIA MONTESSORI;de Valparaíso;LOS ANDES;P. Subvencionado;157;MEDIO
1229;COLEGIO PARTICULAR BREGA COLLEGE;de Valparaíso;LOS ANDES;P. Pagado;238;MEDIO
1233;ESCUELA PABLO NERUDA;de Valparaíso;SAN ESTEBAN;Municipal;336;MEDIO
1234;ESC. BASICA SILVIO ZENTENO VERGARA;de Valparaíso;SAN ESTEBAN;Municipal;173;MEDIO
1235;ESCUELA LO CALVO;de Valparaíso;SAN ESTEBAN;Municipal;130;MEDIO
1237;ESCUELA BÁSICA PADRE HUMBERTO MUÑOZ R.;de Valparaíso;SAN ESTEBAN;Municipal;2;SIN CATEGORIA: BAJA MATRICULA
1238;ESCUELA INCLUSIVA SAN LORENZO;de Valparaíso;SAN ESTEBAN;Municipal;43;SIN CATEGORIA: BAJA MATRICULA
1239;ESCUELA HERMANO FERNANDO DE LA FUENTE;de Valparaíso;SAN ESTEBAN;Municipal;7;SIN CATEGORIA: BAJA MATRICULA
1240;ESCUELA RIO COLORADO;de Valparaíso;SAN ESTEBAN;Municipal;27;SIN CATEGORIA: BAJA MATRICULA
1243;ESCUELA EL COBRE;de Valparaíso;SAN ESTEBAN;Municipal;16;SIN CATEGORIA: BAJA MATRICULA
1244;ESCUELA SAN FRANCISCO;de Valparaíso;SAN ESTEBAN;Municipal;6;SIN CATEGORIA: BAJA MATRICULA
1245;ESCUELA EL CORAZON;de Valparaíso;SAN ESTEBAN;Municipal;173;INSUFICIENTE
1246;ESCUELA BÁSICA LIBERTAD;de Valparaíso;SAN ESTEBAN;Municipal;133;MEDIO
1247;ESCUELA BASICA MARIA ISABEL DE BROWN;de Valparaíso;CALLE LARGA;Municipal;101;INSUFICIENTE
1248;ESCUELA BASICA LA PAMPILLA;de Valparaíso;CALLE LARGA;Municipal;234;INSUFICIENTE
1249;ESCUELA BASICA PEDRO AGUIRRE CERDA;de Valparaíso;CALLE LARGA;Municipal;68;MEDIO-BAJO
1250;ESCUELA VICTOR KOERNER;de Valparaíso;CALLE LARGA;Municipal;99;MEDIO-BAJO
1251;ESCUELA BASICA CRISTO REDENTOR;de Valparaíso;CALLE LARGA;Municipal;145;MEDIO-BAJO
1252;ESCUELA BASICA VALLE ALEGRE;de Valparaíso;CALLE LARGA;Municipal;45;SIN CATEGORIA: BAJA MATRICULA
1256;COLEGIO PARTICULAR SAN JOSE;de Valparaíso;CALLE LARGA;P. Subvencionado;234;MEDIO
1257;CENTRO DE FORMACIÓN ACADÉMICA PERFECTO DE LA FUENTE DEL VILLAR;de Valparaíso;RINCONADA;Municipal;512;MEDIO
1258;ESCUELA BASICA EMIGDIO GALDAMES ROBLES;de Valparaíso;RINCONADA;Municipal;104;MEDIO
1259;ESCUELA BASICA MANUEL LEON SALINAS;de Valparaíso;RINCONADA;Municipal;105;ALTO
1260;LICEO PARROQUIAL TERESITA DE LOS ANDES;de Valparaíso;RINCONADA;P. Subvencionado;309;ALTO
1263;LICEO DE NINAS CORINA URBINA;de Valparaíso;SAN FELIPE;Municipal;356;MEDIO-BAJO
1264;LICEO SAN FELIPE;de Valparaíso;SAN FELIPE;Municipal;132;MEDIO
1265;ESCUELA BASICA BERNARDO O HIGGINS R.;de Valparaíso;SAN FELIPE;Municipal;217;INSUFICIENTE
1266;ESCUELA MANUEL RODRIGUEZ ERDOIZA;de Valparaíso;SAN FELIPE;Municipal;67;MEDIO-BAJO
1268;ESCUELA BASICA JOSE DE SAN MARTIN;de Valparaíso;SAN FELIPE;Municipal;1004;MEDIO-BAJO
1269;ESCUELA JOHN F KENNEDY;de Valparaíso;SAN FELIPE;Municipal;196;MEDIO-BAJO
1271;ESCUELA JOSÉ ANTONIO MANSO DE VELASCO;de Valparaíso;SAN FELIPE;Municipal;297;MEDIO
1273;ESCUELA SAN RAFAEL;de Valparaíso;SAN FELIPE;Municipal;31;SIN CATEGORIA: BAJA MATRICULA
1274;ESCUELA ALMENDRAL;de Valparaíso;SAN FELIPE;Municipal;175;INSUFICIENTE
1275;ESCUELA BUEN PASTOR;de Valparaíso;SAN FELIPE;Municipal;291;MEDIO-BAJO
1279;ESCUELA CARMELA CARVAJAL DE PRAT;de Valparaíso;SAN FELIPE;Municipal;189;MEDIO
1280;ESCUELA 21 DE MAYO;de Valparaíso;SAN FELIPE;Municipal;151;INSUFICIENTE
1281;ESCUELA REPUBLICA ARGENTINA;de Valparaíso;SAN FELIPE;Municipal;144;INSUFICIENTE
1282;ESCUELA BUCALEMITO;de Valparaíso;SAN FELIPE;Municipal;105;MEDIO-BAJO
1283;ESCUELA HERIBERTO BERMUDEZ CRUZ;de Valparaíso;SAN FELIPE;Municipal;95;MEDIO
1285;ESCUELA MATEO COKLJAT K;de Valparaíso;SAN FELIPE;Municipal;107;MEDIO
1286;ESCUELA BASICA CAROLINA OCAMPO GARCIA;de Valparaíso;SAN FELIPE;Municipal;88;MEDIO
1287;ESCUELA JOSE BERNARDO SUAREZ;de Valparaíso;SAN FELIPE;Municipal;121;MEDIO
1288;INSTITUTO ABDON CIFUENTES;de Valparaíso;SAN FELIPE;P. Pagado;500;MEDIO
1290;COLEGIO SANTA JUANA DE ARCO;de Valparaíso;SAN FELIPE;P. Subvencionado;322;MEDIO
1291;COLEGIO JOSE AGUSTIN GOMEZ;de Valparaíso;SAN FELIPE;P. Subvencionado;293;ALTO
1292;COLEGIO ALONSO DE ERCILLA;de Valparaíso;SAN FELIPE;P. Subvencionado;345;MEDIO
1294;COLEGIO PARTICULAR PUMANQUE;de Valparaíso;SAN FELIPE;P. Subvencionado;313;ALTO
1301;LICEO MANUEL MARIN;de Valparaíso;PUTAENDO;Municipal;200;INSUFICIENTE
1302;LICEO   REPUBLICA DE ESTADOS UNIDOS;de Valparaíso;PUTAENDO;Municipal;117;MEDIO-BAJO
1304;ESCUELA PASO HISTORICO EL TARTARO;de Valparaíso;PUTAENDO;Municipal;68;MEDIO
1305;ESCUELA RENACER;de Valparaíso;PUTAENDO;Municipal;102;MEDIO
1307;ESCUELA SAN ALBERTO;de Valparaíso;PUTAENDO;Municipal;121;MEDIO
1308;ESCUELA ALEJANDRINA CARVAJAL ASPEE;de Valparaíso;PUTAENDO;Municipal;13;SIN CATEGORIA: BAJA MATRICULA
1309;ESCUELA EDUARDO BECERRA BASCUNAN;de Valparaíso;PUTAENDO;Municipal;27;SIN CATEGORIA: BAJA MATRICULA
1310;ESCUELA MARIA LEIVA DE IBANEZ;de Valparaíso;PUTAENDO;Municipal;52;MEDIO-BAJO
1311;ESCUELA EL AVE MARIA;de Valparaíso;LA CALERA;P. Subvencionado;330;MEDIO
1312;ESC. BAS. GASTON ORMAZABAL CABRERA;de Valparaíso;PUTAENDO;Municipal;56;MEDIO
1313;ESCUELA CATAN DABIKE;de Valparaíso;PUTAENDO;Municipal;80;MEDIO
1316;COLEGIO MARIE POUSSEPIN;de Valparaíso;PUTAENDO;P. Subvencionado;488;MEDIO
1318;LICEO DARIO SALAS;de Valparaíso;SANTA MARIA;Municipal;245;MEDIO
1319;ESCUELA ESPECIAL MARÍA REBECA ESPÍNOLA ESPINOSA DE SANTA MARÍA;de Valparaíso;SANTA MARIA;Municipal;48;SIN CATEGORIA: BAJA MATRICULA
1321;ESCUELA GUILLERMO BANADOS HONORATO;de Valparaíso;SANTA MARIA;Municipal;168;INSUFICIENTE
1322;ESCUELA LA HIGUERA;de Valparaíso;SANTA MARIA;Municipal;49;SIN CATEGORIA: BAJA MATRICULA
1323;ESCUELA SANTA FILOMENA;de Valparaíso;SANTA MARIA;Municipal;57;INSUFICIENTE
1325;ESCUELA BASICA AURORA VELASCO PEREZ;de Valparaíso;SANTA MARIA;Municipal;46;SIN CATEGORIA: BAJA MATRICULA
1326;ESCUELA JULIO TEJEDOR ZUNIGA;de Valparaíso;SANTA MARIA;Municipal;65;MEDIO
1327;COLEGIO SANTA MARIA DE ACONCAGUA;de Valparaíso;SANTA MARIA;P. Subvencionado;547;MEDIO
1328;ESCUELA INDEPENDENCIA;de Valparaíso;PANQUEHUE;Municipal;146;MEDIO
1329;ESCUELA EMA LOBOS REYES;de Valparaíso;PANQUEHUE;Municipal;155;MEDIO-BAJO
1331;ESCUELA BASICA FRAY CAMILO HENRIQUEZ;de Valparaíso;PANQUEHUE;Municipal;83;MEDIO
1332;ESCUELA BASICA VINA ERRAZURIZ;de Valparaíso;PANQUEHUE;Municipal;96;MEDIO
1333;ESCUELA JORGE BARROS BEAUCHEF;de Valparaíso;PANQUEHUE;Municipal;100;MEDIO
1336;ESCUELA AGUSTIN EDWARDS;de Valparaíso;LLAILLAY;Municipal;446;MEDIO
1337;ESCUELA HEROES DE IQUIQUE;de Valparaíso;LLAILLAY;Municipal;110;MEDIO-BAJO
1338;ESCUELA NACIONES UNIDAS;de Valparaíso;LLAILLAY;Municipal;177;MEDIO-BAJO
1339;ESCUELA ELISA LATTAPIAT VARGAS;de Valparaíso;LLAILLAY;Municipal;216;MEDIO-BAJO
1340;ESCUELA HERMINIA ORTEGA DE CROXATO;de Valparaíso;LLAILLAY;Municipal;166;MEDIO
1341;ESCUELA BASICA EL PORVENIR;de Valparaíso;LLAILLAY;Municipal;209;MEDIO
1342;ESCUELA LAS PALMAS;de Valparaíso;LLAILLAY;Municipal;41;SIN CATEGORIA: BAJA MATRICULA
1343;ESCUELA LAS PENAS;de Valparaíso;LLAILLAY;Municipal;40;SIN CATEGORIA: BAJA MATRICULA
1345;ESCUELA LAS VEGAS;de Valparaíso;LLAILLAY;Municipal;82;SIN CATEGORIA: BAJA MATRICULA
1346;ESCUELA JORGE PRIETO LETELIER;de Valparaíso;LLAILLAY;Municipal;58;MEDIO-BAJO
1347;LICEO MENESIANO SAGRADO CORAZON;de Valparaíso;LLAILLAY;P. Subvencionado;310;MEDIO
1349;COLEGIO SALVADOR GONZALEZ;de Valparaíso;LLAILLAY;P. Subvencionado;260;MEDIO
1350;ESC.PARTICULAR MARIA LETELIER DE PRIETO;de Valparaíso;LLAILLAY;P. Subvencionado;483;MEDIO
1352;ESCUELA MARIA TERESA DEL CANTO;de Valparaíso;CATEMU;Municipal;341;MEDIO
1353;ESCUELA SAN JOSE DE CATEMU;de Valparaíso;CATEMU;Municipal;154;MEDIO-BAJO
1355;ESCUELA EL COBRE;de Valparaíso;CATEMU;Municipal;153;MEDIO
1356;ESC REBECA JOHNSON GARCIA-HUIDOBRO;de Valparaíso;CATEMU;Municipal;45;SIN CATEGORIA: BAJA MATRICULA
1358;ESCUELA BASICA EL NILHUE;de Valparaíso;CATEMU;Municipal;100;ALTO
1359;ESCUELA BASICA LOS CERRILLOS;de Valparaíso;CATEMU;Municipal;118;MEDIO
1360;ESCUELA BASICA SANTA MARGARITA;de Valparaíso;CATEMU;Municipal;99;MEDIO
1361;COLEGIO PARTICULAR CALIFORNIA;de Valparaíso;CATEMU;P. Subvencionado;293;MEDIO
1363;LICEO SANTIAGO ESCUTI ORREGO;de Valparaíso;QUILLOTA;Municipal;279;SIN CATEGORIA: BAJA MATRICULA
1364;COLEGIO VALLE DE QUILLOTA;de Valparaíso;QUILLOTA;Municipal;315;MEDIO
1367;COLEGIO ROBERTO MATTA;de Valparaíso;QUILLOTA;Municipal;270;MEDIO-BAJO
1368;ESCUELA BASICA CANADA;de Valparaíso;QUILLOTA;Municipal;500;MEDIO
1369;ESCUELA SUPERIOR Nº 1;de Valparaíso;QUILLOTA;Municipal;210;INSUFICIENTE
1370;ESCUELA BASICA REPUBLICA DE MEXICO;de Valparaíso;QUILLOTA;Municipal;301;MEDIO
1371;COLEGIO ARAUCO;de Valparaíso;QUILLOTA;Municipal;546;MEDIO
1377;ESCUELA NUESTRO MUNDO;de Valparaíso;QUILLOTA;Municipal;262;MEDIO
1378;ESCUELA BASICA ABEL GUERRERO AGUIRRE;de Valparaíso;QUILLOTA;Municipal;189;MEDIO-BAJO
1384;COLEGIO CUMBRES DE BOCO;de Valparaíso;QUILLOTA;Municipal;162;MEDIO-BAJO
1385;ESCUELA BASICA LA PALMA;de Valparaíso;QUILLOTA;Municipal;172;MEDIO-BAJO
1389;ESCUELA  CRISTINA DURAN;de Valparaíso;QUILLOTA;Municipal;50;MEDIO
1390;ESCUELA BASICA LAS PATAGUAS;de Valparaíso;QUILLOTA;Municipal;67;MEDIO
1393;COLEGIO NIÑO JESUS DE PRAGA;de Valparaíso;QUILLOTA;P. Subvencionado;361;MEDIO
1394;ESCUELA PART. SAGRADOS CORAZONES;de Valparaíso;LA CALERA;P. Subvencionado;124;INSUFICIENTE
1395;COLEGIO SAN PEDRO NOLASCO DE QUILLOTA;de Valparaíso;QUILLOTA;P. Subvencionado;635;MEDIO
1397;ESC.PART INDUSTRIAL E.BERTELSEN TEMPLE;de Valparaíso;QUILLOTA;P. Subvencionado;806;MEDIO
1403;COL.NTRA.SEÑORA DEL HUERTO;de Valparaíso;QUILLOTA;P. Pagado;413;MEDIO
1404;INSTITUTO RAFAEL ARIZTIA;de Valparaíso;QUILLOTA;P. Pagado;815;ALTO
1405;COLEGIO INGLES DE QUILLOTA;de Valparaíso;QUILLOTA;P. Subvencionado;467;MEDIO
1412;COLEGIO ROBERT AND ROSE;de Valparaíso;QUILLOTA;P. Pagado;242;MEDIO
1414;COLEGIO LEONARDO DA VINCI;de Valparaíso;LA CRUZ;Municipal;199;MEDIO
1416;COLEGIO MARIA ALONSO CHACON;de Valparaíso;LA CRUZ;Municipal;207;MEDIO
1417;COLEGIO BOLONIA;de Valparaíso;LA CRUZ;Municipal;115;MEDIO-BAJO
1418;ESCUELA BASICA;de Valparaíso;LA CRUZ;Municipal;23;MEDIO
1419;COLEGIO DOMINGO SANTA CRUZ WILSON;de Valparaíso;LA CRUZ;Municipal;51;MEDIO
1421;LICEO SAN ISIDRO;de Valparaíso;LA CRUZ;P. Subvencionado;262;MEDIO-BAJO
1423;ESCUELA BASICA JOSEFINA HUICI;de Valparaíso;LA CALERA;Municipal;121;MEDIO-BAJO
1424;ESCUELA BASICA IRMA SAPIAIN;de Valparaíso;LA CALERA;Municipal;229;INSUFICIENTE
1425;COMPLEJO EDUCACIONAL LAS ACACIAS DE ARTIFICIO;de Valparaíso;LA CALERA;Municipal;257;INSUFICIENTE
1427;ESCUELA BASICA PALESTINA;de Valparaíso;LA CALERA;Municipal;107;MEDIO
1430;ESCUELA BASICA GABRIELA MISTRAL;de Valparaíso;LA CALERA;Municipal;135;MEDIO
1431;ESCUELA BASICA SANTA ROSA DEL HUERTO;de Valparaíso;LA CALERA;Municipal;213;MEDIO-BAJO
1433;ESCUELA BASICA EL LIBERTADOR;de Valparaíso;LA CALERA;Municipal;128;INSUFICIENTE
1435;ESCUELA BASICA VILLA LA FLORIDA;de Valparaíso;LA CALERA;Municipal;94;MEDIO
1436;LICEO PARTICULAR SAN JOSE;de Valparaíso;LA CALERA;P. Subvencionado;569;MEDIO
1437;COLEGIO TERESA BROWN DE ARIZTIA;de Valparaíso;LA CALERA;P. Subvencionado;532;MEDIO
1438;COLEGIO SAULO DE TARSO;de Valparaíso;LA CALERA;P. Subvencionado;155;MEDIO
1440;COLEGIO LUCERO;de Valparaíso;LA CALERA;P. Pagado;85;MEDIO
1442;COLEGIO JOHN CRANE;de Valparaíso;LA CALERA;P. Subvencionado;134;MEDIO-BAJO
1444;LICEO MUNICIPAL JUAN RUSQUE PORTAL;de Valparaíso;NOGALES;Municipal;239;MEDIO-BAJO
1445;COLEGIO EL MELÓN;de Valparaíso;NOGALES;Municipal;319;MEDIO
1447;ESCUELA BASICA ULDA ARACENA GONZALEZ;de Valparaíso;NOGALES;Municipal;349;MEDIO
1448;ESCUELA BASICA LA PENA;de Valparaíso;NOGALES;Municipal;87;MEDIO
1449;LICEO FELIPE CORTES;de Valparaíso;NOGALES;P. Subvencionado;389;MEDIO-BAJO
1450;COLEGIO SANTA ISABEL;de Valparaíso;NOGALES;P. Subvencionado;548;MEDIO
1453;LICEO MUNICIPAL LUIS LABORDA;de Valparaíso;HIJUELAS;Municipal;388;MEDIO
1454;ESCUELA ADRIANA RIQUELME NUNEZ;de Valparaíso;HIJUELAS;Municipal;78;INSUFICIENTE
1455;ESCUELA MONICA HURTADO EDWARDS;de Valparaíso;HIJUELAS;Municipal;121;MEDIO
1456;ESCUELA ANA JESUS IBACACHE;de Valparaíso;HIJUELAS;Municipal;74;MEDIO
1457;ESCUELA BASICA BENJAMIN MATTE LARRAIN;de Valparaíso;HIJUELAS;Municipal;107;MEDIO-BAJO
1458;ESCUELA BASICA LA SOMBRA;de Valparaíso;HIJUELAS;Municipal;114;MEDIO-BAJO
1459;ESCUELA BASICA RABUCO;de Valparaíso;HIJUELAS;Municipal;137;MEDIO
1460;ESCUELA BASICA CALIXTO OVALLE URZUA;de Valparaíso;HIJUELAS;Municipal;11;SIN CATEGORIA: BAJA MATRICULA
1461;ESCUELA MONTE CARMELO;de Valparaíso;LA CALERA;Municipal;69;MEDIO
1462;ESCUELA BASICA LOS TILOS DE HUALCAPO;de Valparaíso;HIJUELAS;Municipal;43;MEDIO
1465;ESCUELA COEDUC TTE HERNAN MERINO CORREA;de Valparaíso;LIMACHE;Municipal;307;MEDIO
1466;ESCUELA SUPERIOR MIXTA Nº 88;de Valparaíso;LIMACHE;Municipal;329;MEDIO
1467;COLEGIO PASION DE JESUS DE LIMACHE;de Valparaíso;LIMACHE;Municipal;298;MEDIO-BAJO (NUEVO)
1468;ESCUELA BASICA BRASILIA;de Valparaíso;LIMACHE;Municipal;179;INSUFICIENTE
1469;ESCUELA BASICA HEROES DE CHILE;de Valparaíso;LIMACHE;Municipal;337;MEDIO-BAJO
1471;ESCUELA LIMACHITO;de Valparaíso;LIMACHE;Municipal;93;MEDIO
1472;ESCUELA BASICA LOS MAITENES;de Valparaíso;LIMACHE;Municipal;167;MEDIO-BAJO
1473;ESCUELA TABOLANGO;de Valparaíso;LIMACHE;Municipal;26;MEDIO
1474;ESCUELA BASICA PUENTE COLMO;de Valparaíso;CONCON;Municipal;250;MEDIO-BAJO
1475;ESC. BASICA TRANQUE LLIU LLIU;de Valparaíso;LIMACHE;Municipal;46;SIN CATEGORIA: BAJA MATRICULA
1478;COLEGIO DE LA SANTA CRUZ;de Valparaíso;LIMACHE;P. Subvencionado;328;MEDIO
1479;ESCUELA ROSA MARTINEZ;de Valparaíso;LIMACHE;P. Subvencionado;152;INSUFICIENTE
1482;COLEGIO LIMACHE COLLEGE;de Valparaíso;LIMACHE;P. Subvencionado;397;MEDIO
1483;ESC PART MICAELA DESMAISSIERES;de Valparaíso;LIMACHE;P. Subvencionado;265;MEDIO-BAJO
1484;ESCUELA PARTICULAR INST. SANTA MARIA;de Valparaíso;LIMACHE;P. Subvencionado;323;MEDIO
1488;ESCUELA MONTEVIDEO;de Valparaíso;OLMUE;Municipal;341;MEDIO
1490;ESCUELA BÁSICA QUEBRADA DE ALVARADO;de Valparaíso;OLMUE;Municipal;135;MEDIO
1491;ESCUELA BASICA LO NARVAEZ;de Valparaíso;OLMUE;Municipal;145;MEDIO-BAJO
1493;ESCUELA LA DORMIDA;de Valparaíso;OLMUE;Municipal;31;SIN CATEGORIA: BAJA MATRICULA
1495;ESCUELA LA RAMAYANA;de Valparaíso;OLMUE;Municipal;6;SIN CATEGORIA: BAJA MATRICULA
1496;ESCUELA LAS PALMAS DEL NIÑO DIOS;de Valparaíso;OLMUE;Municipal;72;MEDIO
1498;ESCUELA LAS BELLOTAS DE LA VEGA;de Valparaíso;OLMUE;Municipal;57;MEDIO
1500;COLEGIO PART. IGNACIO CARRERA PINTO;de Valparaíso;OLMUE;P. Subvencionado;447;MEDIO
1506;CENTRO EDUCATIVO FLORIDA;de Valparaíso;VALPARAISO;Municipal;82;MEDIO-BAJO
1511;CENTRO EDUCATIVO REINO DE SUECIA;de Valparaíso;VALPARAISO;Municipal;67;INSUFICIENTE
1514;ESCUELA  HERNAN OLGUIN;de Valparaíso;VALPARAISO;Municipal;213;INSUFICIENTE
1516;LICEO TECNOLÓGICO ALFREDO NAZAR FERES;de Valparaíso;VALPARAISO;Municipal;232;MEDIO-BAJO
1517;LICEO MATILDE BRANDAU DE ROSS;de Valparaíso;VALPARAISO;Municipal;201;MEDIO-BAJO
1518;LICEO MARIA LUISA BOMBAL;de Valparaíso;VALPARAISO;Municipal;131;INSUFICIENTE
1521;LICEO DE NINAS MARIA FRANCK DE MACDOUGAL;de Valparaíso;VALPARAISO;Municipal;202;MEDIO-BAJO
1522;COLEGIO PEDRO MONTT;de Valparaíso;VALPARAISO;Municipal;107;INSUFICIENTE
1523;ESCUELA NACIONES UNIDAS;de Valparaíso;VALPARAISO;Municipal;404;MEDIO-BAJO
1524;ESCUELA REPUBLICA ARABE SIRIA;de Valparaíso;VALPARAISO;Municipal;153;INSUFICIENTE
1526;ESCUELA REPUBLICA DEL PARAGUAY;de Valparaíso;VALPARAISO;Municipal;150;MEDIO-BAJO
1528;ESCUELA  GASPAR CABRALES;de Valparaíso;VALPARAISO;Municipal;258;INSUFICIENTE
1529;ESCUELA GRECIA;de Valparaíso;VALPARAISO;Municipal;327;MEDIO-BAJO
1533;ESCUELA ALEMANIA;de Valparaíso;VALPARAISO;Municipal;590;INSUFICIENTE
1534;ESCUELA REPUBLICA DEL URUGUAY;de Valparaíso;VALPARAISO;Municipal;397;INSUFICIENTE
1536;ESCUELA AMERICA;de Valparaíso;VALPARAISO;Municipal;584;MEDIO-BAJO
1537;ESCUELA RAMON BARROS LUCO;de Valparaíso;VALPARAISO;Municipal;422;MEDIO
1538;ESCUELA JUAN JOSE LATORRE B;de Valparaíso;VALPARAISO;Municipal;129;MEDIO
1540;ESCUELA BLAS CUEVAS RAMON ALLENDE;de Valparaíso;VALPARAISO;Municipal;69;INSUFICIENTE
1541;ESCUELA REPUBLICA DE EL SALVADOR;de Valparaíso;VALPARAISO;Municipal;160;MEDIO-BAJO
1542;ESCUELA JOAQUIN EDWARDS BELLO;de Valparaíso;VALPARAISO;Municipal;367;MEDIO-BAJO
1543;ESCUELA JORGE ALESSANDRI RODRIGUEZ;de Valparaíso;VALPARAISO;Municipal;166;MEDIO
1547;ESCUELA CARABINERO PEDRO A.CARIAGA M.;de Valparaíso;VALPARAISO;Municipal;188;INSUFICIENTE
1548;ESCUELA DIEGO PORTALES PALAZUELOS;de Valparaíso;VALPARAISO;Municipal;105;INSUFICIENTE
1549;ESCUELA REPUBLICA DE MEXICO;de Valparaíso;VALPARAISO;Municipal;364;INSUFICIENTE
1550;ESCUELA PACIFICO;de Valparaíso;VALPARAISO;Municipal;89;MEDIO-BAJO
1551;ESCUELA MONTEDONICO;de Valparaíso;VALPARAISO;Municipal;134;MEDIO-BAJO
1553;ESCUELA ESPANA;de Valparaíso;VALPARAISO;Municipal;310;MEDIO-BAJO
1554;COLEGIO PABLO NERUDA;de Valparaíso;VALPARAISO;Municipal;165;MEDIO-BAJO
1555;ESCUELA REPUBLICA DE ISRAEL;de Valparaíso;VALPARAISO;Municipal;168;MEDIO-BAJO
1556;ESCUELA ELEUTERIO RAMIREZ;de Valparaíso;VALPARAISO;Municipal;131;INSUFICIENTE
1557;ESCUELA VILLA BERLIN;de Valparaíso;VALPARAISO;Municipal;106;MEDIO
1563;ESCUELA JUAN WACQUEZ MOURFIN;de Valparaíso;VALPARAISO;Municipal;69;MEDIO
1567;ESCUELA BASICA DAVID BEN GURION;de Valparaíso;VALPARAISO;Municipal;126;INSUFICIENTE
1568;ESCUELA REPUBLICA ARGENTINA;de Valparaíso;VALPARAISO;Municipal;209;MEDIO-BAJO
1569;ESCUELA  PILOTO 1° LUIS PARDO VILLALON;de Valparaíso;VALPARAISO;Municipal;353;MEDIO
1570;ESCUELA BASICA CIRUJANO VIDELA;de Valparaíso;VALPARAISO;Municipal;310;MEDIO-BAJO
