RBD;GRADO;CD2018
25625;Media;MEDIO
25630;Media;INSUFICIENTE
25640;Media;ALTO
25644;Media;MEDIO-BAJO
25645;Media;MEDIO
25650;Media;ALTO
25654;Media;MEDIO
25655;Media;MEDIO
25666;Media;MEDIO-BAJO
25669;Media;MEDIO
25671;Media;INSUFICIENTE
25675;Media;MEDIO
25676;Media;ALTO
25681;Media;INSUFICIENTE
25692;Media;ALTO
25693;Media;MEDIO
25695;Media;MEDIO
25700;Media;MEDIO
25703;Media;MEDIO
25704;Media;MEDIO
25709;Media;MEDIO
25711;Media;MEDIO
25712;Media;INSUFICIENTE
25713;Media;ALTO
25714;Media;MEDIO-BAJO
25716;Media;MEDIO-BAJO
25717;Media;ALTO
25718;Media;INSUFICIENTE
25722;Media;MEDIO
25724;Media;ALTO
25725;Media;ALTO
25727;Media;MEDIO
25737;Media;MEDIO
25739;Media;MEDIO
25749;Media;ALTO
25751;Media;MEDIO
25766;Media;MEDIO
25767;Media;INSUFICIENTE
25770;Media;ALTO
25779;Media;MEDIO
25781;Media;ALTO
25783;Media;MEDIO
25785;Media;INSUFICIENTE
25790;Media;MEDIO-BAJO
25795;Media;MEDIO-BAJO
25798;Media;MEDIO-BAJO
25804;Media;MEDIO
25824;Media;MEDIO
25825;Media;MEDIO
25829;Media;ALTO
25832;Media;MEDIO
25842;Media;MEDIO
25843;Media;ALTO
25850;Media;MEDIO
25852;Media;MEDIO
25853;Media;INSUFICIENTE
25855;Media;ALTO
25865;Media;MEDIO-BAJO
25882;Media;MEDIO
25885;Media;MEDIO
25894;Media;MEDIO
25895;Media;MEDIO
25899;Media;MEDIO-BAJO
25916;Media;MEDIO
25919;Media;MEDIO
25921;Media;MEDIO-BAJO
25922;Media;MEDIO
25926;Media;MEDIO-BAJO
25929;Media;MEDIO
25936;Media;MEDIO
25944;Media;MEDIO
25950;Media;MEDIO
25954;Media;SIN CATEGORIA: BAJA MATRICULA
25960;Media;MEDIO-BAJO
25961;Media;ALTO
25969;Media;ALTO
25984;Media;MEDIO
25988;Media;MEDIO
25995;Media;MEDIO-BAJO
25999;Media;MEDIO
26001;Media;MEDIO
26006;Media;MEDIO
26012;Media;MEDIO
26017;Media;MEDIO
26028;Media;MEDIO
26033;Media;MEDIO
26035;Media;MEDIO
26037;Media;MEDIO
26045;Media;MEDIO
26046;Media;MEDIO
26053;Media;MEDIO
26075;Media;MEDIO
26080;Media;MEDIO
26083;Media;MEDIO
26084;Media;MEDIO-BAJO
26092;Media;INSUFICIENTE
26094;Media;MEDIO
26110;Media;MEDIO-BAJO
26115;Media;MEDIO
26117;Media;MEDIO
26134;Media;SIN CATEGORIA: BAJA MATRICULA
26135;Media;MEDIO
26137;Media;MEDIO
26150;Media;MEDIO-BAJO
26152;Media;SIN CATEGORIA: BAJA MATRICULA
26155;Media;ALTO
26157;Media;MEDIO-BAJO
26164;Media;MEDIO-BAJO
26168;Media;INSUFICIENTE
26209;Media;MEDIO
26213;Media;MEDIO
26219;Media;MEDIO-BAJO
26228;Media;MEDIO
26238;Media;MEDIO
26254;Media;MEDIO
26260;Media;MEDIO
26268;Media;MEDIO
26269;Media;MEDIO
26272;Media;MEDIO
26292;Media;INSUFICIENTE
26303;Media;INSUFICIENTE
26305;Media;SIN CATEGORIA: BAJA MATRICULA
26311;Media;MEDIO
26324;Media;INSUFICIENTE
26328;Media;INSUFICIENTE
26335;Media;ALTO
26365;Media;MEDIO
26367;Media;MEDIO
26368;Media;MEDIO-BAJO
26372;Media;MEDIO
26378;Media;MEDIO
26379;Media;MEDIO-BAJO
26381;Media;MEDIO
26383;Media;MEDIO-BAJO
26384;Media;MEDIO
26399;Media;MEDIO
26405;Media;MEDIO
26411;Media;MEDIO-BAJO
26416;Media;INSUFICIENTE
26436;Media;MEDIO
26454;Media;MEDIO
26465;Media;MEDIO
26466;Media;MEDIO-BAJO (NUEVO)
26476;Media;MEDIO
26482;Media;MEDIO-BAJO
26501;Media;MEDIO-BAJO
26503;Media;MEDIO
26507;Media;ALTO
26524;Media;MEDIO
26538;Media;MEDIO-BAJO
30003;Media;MEDIO-BAJO
31002;Media;MEDIO
31005;Media;MEDIO-BAJO
31010;Media;MEDIO
31012;Media;MEDIO
31030;Media;MEDIO-BAJO
31037;Media;ALTO
31040;Media;MEDIO
31042;Media;MEDIO
31047;Media;INSUFICIENTE
31052;Media;MEDIO
31064;Media;INSUFICIENTE
31065;Media;MEDIO
31066;Media;MEDIO
31068;Media;MEDIO-BAJO
31071;Media;ALTO
31074;Media;ALTO
31078;Media;ALTO
31080;Media;INSUFICIENTE
31083;Media;ALTO
31085;Media;MEDIO
31087;Media;MEDIO
31103;Media;ALTO
31106;Media;MEDIO
31110;Media;MEDIO
31116;Media;MEDIO
31128;Media;MEDIO
31153;Media;MEDIO-BAJO
31161;Media;MEDIO
31201;Media;MEDIO
31253;Media;MEDIO
31258;Media;INSUFICIENTE
31260;Media;MEDIO
31264;Media;ALTO
31267;Media;MEDIO
31273;Media;SIN CATEGORIA: BAJA MATRICULA
31276;Media;MEDIO
31278;Media;MEDIO-BAJO
31288;Media;MEDIO
31290;Media;MEDIO-BAJO
31293;Media;ALTO
31294;Media;ALTO
31295;Media;MEDIO
31299;Media;ALTO
31327;Media;MEDIO
31340;Media;MEDIO
31342;Media;MEDIO
31343;Media;INSUFICIENTE
31345;Media;MEDIO-BAJO
31373;Media;SIN CATEGORIA: BAJA MATRICULA
31378;Media;MEDIO
31379;Media;MEDIO
31387;Media;MEDIO
31388;Media;MEDIO-BAJO
31392;Media;MEDIO
31395;Media;SIN CATEGORIA: BAJA MATRICULA
31421;Media;MEDIO
31432;Media;INSUFICIENTE
31445;Media;MEDIO
31495;Media;MEDIO-BAJO
31499;Media;MEDIO
31509;Media;MEDIO
40023;Media;MEDIO
40024;Media;MEDIO
40025;Media;MEDIO-BAJO
40027;Media;MEDIO
40029;Media;MEDIO
40042;Media;MEDIO
40064;Media;MEDIO
40065;Media;SIN CATEGORIA: BAJA MATRICULA
40080;Media;MEDIO
40099;Media;MEDIO-BAJO
40102;Media;SIN CATEGORIA: BAJA MATRICULA
40110;Media;MEDIO
40114;Media;ALTO
40125;Media;MEDIO
40126;Media;INSUFICIENTE
40155;Media;MEDIO
40194;Media;MEDIO
40202;Media;MEDIO-BAJO
40208;Media;MEDIO-BAJO
40230;Media;MEDIO-BAJO
40231;Media;MEDIO-BAJO
40251;Media;ALTO
40252;Media;MEDIO
40256;Media;MEDIO-BAJO
40278;Media;MEDIO-BAJO
40284;Media;MEDIO
40285;Media;MEDIO
40289;Media;ALTO
40295;Media;MEDIO-BAJO
40297;Media;SIN CATEGORIA: BAJA MATRICULA
40298;Media;MEDIO-BAJO
40299;Media;MEDIO
40301;Media;MEDIO-BAJO
40305;Media;MEDIO
40316;Media;MEDIO
40319;Media;MEDIO
40320;Media;MEDIO
40340;Media;MEDIO-BAJO
40343;Media;MEDIO
40351;Media;MEDIO-BAJO (NUEVO)
40352;Media;MEDIO-BAJO
40354;Media;SIN CATEGORIA: BAJA MATRICULA
40370;Media;MEDIO
40371;Media;MEDIO
40393;Media;ALTO
40399;Media;MEDIO
40403;Media;SIN CATEGORIA: BAJA MATRICULA
40422;Media;MEDIO
40436;Media;MEDIO-BAJO
40455;Media;MEDIO-BAJO
40457;Media;MEDIO-BAJO
5;Basica;MEDIO
8;Basica;MEDIO
9;Basica;MEDIO
10;Basica;MEDIO-BAJO
11;Basica;MEDIO
12;Basica;ALTO
13;Basica;MEDIO
14;Basica;MEDIO-BAJO
15;Basica;MEDIO-BAJO
16;Basica;MEDIO-BAJO
17;Basica;MEDIO
18;Basica;MEDIO-BAJO
19;Basica;MEDIO
20;Basica;MEDIO
22;Basica;MEDIO-BAJO
25;Basica;MEDIO-BAJO
26;Basica;MEDIO
27;Basica;MEDIO
28;Basica;ALTO
29;Basica;MEDIO
31;Basica;ALTO
32;Basica;MEDIO
33;Basica;ALTO
35;Basica;MEDIO
36;Basica;MEDIO
38;Basica;ALTO
39;Basica;INSUFICIENTE
41;Basica;SIN CATEGORIA: BAJA MATRICULA
42;Basica;SIN CATEGORIA: BAJA MATRICULA
45;Basica;MEDIO
50;Basica;ALTO
52;Basica;ALTO
56;Basica;MEDIO
59;Basica;MEDIO
60;Basica;MEDIO
67;Basica;MEDIO
69;Basica;ALTO
70;Basica;SIN CATEGORIA: BAJA MATRICULA
72;Basica;SIN CATEGORIA: BAJA MATRICULA
73;Basica;SIN CATEGORIA: BAJA MATRICULA
74;Basica;SIN CATEGORIA: BAJA MATRICULA
75;Basica;SIN CATEGORIA: BAJA MATRICULA
76;Basica;SIN CATEGORIA: BAJA MATRICULA
78;Basica;MEDIO-BAJO
79;Basica;SIN CATEGORIA: BAJA MATRICULA
81;Basica;SIN CATEGORIA: BAJA MATRICULA
82;Basica;SIN CATEGORIA: BAJA MATRICULA
83;Basica;SIN CATEGORIA: BAJA MATRICULA
84;Basica;SIN CATEGORIA: BAJA MATRICULA
86;Basica;SIN CATEGORIA: BAJA MATRICULA
87;Basica;SIN CATEGORIA: BAJA MATRICULA
88;Basica;SIN CATEGORIA: BAJA MATRICULA
90;Basica;SIN CATEGORIA: BAJA MATRICULA
91;Basica;SIN CATEGORIA: BAJA MATRICULA
92;Basica;SIN CATEGORIA: BAJA MATRICULA
93;Basica;SIN CATEGORIA: BAJA MATRICULA
94;Basica;SIN CATEGORIA: BAJA MATRICULA
95;Basica;SIN CATEGORIA: BAJA MATRICULA
103;Basica;MEDIO-BAJO
110;Basica;MEDIO-BAJO
111;Basica;MEDIO-BAJO
112;Basica;MEDIO-BAJO
113;Basica;INSUFICIENTE
114;Basica;MEDIO-BAJO
116;Basica;MEDIO-BAJO
117;Basica;MEDIO
119;Basica;INSUFICIENTE
122;Basica;INSUFICIENTE
123;Basica;INSUFICIENTE
125;Basica;MEDIO-BAJO
126;Basica;INSUFICIENTE
127;Basica;MEDIO
129;Basica;MEDIO-BAJO
130;Basica;MEDIO
131;Basica;MEDIO-BAJO
132;Basica;ALTO
133;Basica;MEDIO
134;Basica;INSUFICIENTE
144;Basica;MEDIO-BAJO
154;Basica;SIN CATEGORIA: BAJA MATRICULA
156;Basica;MEDIO
158;Basica;SIN CATEGORIA: BAJA MATRICULA
159;Basica;SIN CATEGORIA: BAJA MATRICULA
160;Basica;SIN CATEGORIA: BAJA MATRICULA
161;Basica;INSUFICIENTE
162;Basica;MEDIO
165;Basica;SIN CATEGORIA: BAJA MATRICULA
167;Basica;ALTO
168;Basica;SIN CATEGORIA: BAJA MATRICULA
169;Basica;SIN CATEGORIA: BAJA MATRICULA
170;Basica;SIN CATEGORIA: BAJA MATRICULA
171;Basica;SIN CATEGORIA: BAJA MATRICULA
172;Basica;SIN CATEGORIA: BAJA MATRICULA
173;Basica;SIN CATEGORIA: BAJA MATRICULA
174;Basica;SIN CATEGORIA: BAJA MATRICULA
175;Basica;SIN CATEGORIA: BAJA MATRICULA
177;Basica;SIN CATEGORIA: BAJA MATRICULA
178;Basica;MEDIO-BAJO
179;Basica;SIN CATEGORIA: BAJA MATRICULA
185;Basica;SIN CATEGORIA: BAJA MATRICULA
186;Basica;SIN CATEGORIA: BAJA MATRICULA
187;Basica;MEDIO-BAJO
188;Basica;MEDIO-BAJO
192;Basica;SIN CATEGORIA: BAJA MATRICULA
193;Basica;MEDIO-BAJO
195;Basica;MEDIO
196;Basica;SIN CATEGORIA: BAJA MATRICULA
198;Basica;MEDIO-BAJO
201;Basica;MEDIO-BAJO
203;Basica;MEDIO-BAJO
204;Basica;MEDIO
205;Basica;INSUFICIENTE
206;Basica;MEDIO-BAJO
208;Basica;MEDIO
210;Basica;MEDIO-BAJO
214;Basica;SIN CATEGORIA: BAJA MATRICULA
223;Basica;INSUFICIENTE
224;Basica;MEDIO
225;Basica;MEDIO
226;Basica;MEDIO
227;Basica;MEDIO-BAJO
228;Basica;MEDIO-BAJO
229;Basica;MEDIO-BAJO
230;Basica;MEDIO-BAJO
231;Basica;MEDIO
232;Basica;MEDIO-BAJO
239;Basica;MEDIO-BAJO
240;Basica;MEDIO
243;Basica;SIN CATEGORIA: BAJA MATRICULA
246;Basica;SIN CATEGORIA: BAJA MATRICULA
248;Basica;SIN CATEGORIA: BAJA MATRICULA
252;Basica;MEDIO-BAJO
253;Basica;ALTO
254;Basica;MEDIO
255;Basica;MEDIO-BAJO
256;Basica;MEDIO
257;Basica;MEDIO
268;Basica;SIN CATEGORIA: BAJA MATRICULA
269;Basica;MEDIO
270;Basica;MEDIO
271;Basica;SIN CATEGORIA: BAJA MATRICULA
273;Basica;MEDIO
274;Basica;SIN CATEGORIA: BAJA MATRICULA
275;Basica;SIN CATEGORIA: BAJA MATRICULA
276;Basica;SIN CATEGORIA: BAJA MATRICULA
277;Basica;SIN CATEGORIA: BAJA MATRICULA
284;Basica;INSUFICIENTE
285;Basica;MEDIO-BAJO
288;Basica;MEDIO
289;Basica;MEDIO-BAJO
291;Basica;MEDIO
292;Basica;INSUFICIENTE
293;Basica;INSUFICIENTE
294;Basica;MEDIO-BAJO
296;Basica;INSUFICIENTE
297;Basica;INSUFICIENTE
298;Basica;INSUFICIENTE
301;Basica;INSUFICIENTE
302;Basica;INSUFICIENTE
303;Basica;MEDIO-BAJO
304;Basica;MEDIO-BAJO
305;Basica;MEDIO
306;Basica;MEDIO-BAJO
310;Basica;MEDIO-BAJO
312;Basica;MEDIO-BAJO
313;Basica;MEDIO
315;Basica;MEDIO-BAJO
316;Basica;MEDIO-BAJO
317;Basica;INSUFICIENTE
318;Basica;MEDIO
319;Basica;MEDIO
320;Basica;INSUFICIENTE
322;Basica;MEDIO-BAJO
324;Basica;MEDIO-BAJO
326;Basica;MEDIO
329;Basica;MEDIO-BAJO
332;Basica;MEDIO-BAJO
335;Basica;MEDIO-BAJO
336;Basica;MEDIO-BAJO
337;Basica;ALTO
341;Basica;MEDIO
342;Basica;MEDIO
343;Basica;MEDIO
344;Basica;MEDIO
350;Basica;MEDIO
354;Basica;SIN CATEGORIA: BAJA MATRICULA
355;Basica;MEDIO-BAJO
356;Basica;MEDIO
357;Basica;ALTO
358;Basica;MEDIO
361;Basica;ALTO
364;Basica;MEDIO
365;Basica;MEDIO
366;Basica;ALTO
367;Basica;INSUFICIENTE
368;Basica;MEDIO-BAJO
369;Basica;SIN CATEGORIA: BAJA MATRICULA
370;Basica;MEDIO
371;Basica;MEDIO
374;Basica;MEDIO
375;Basica;MEDIO
377;Basica;MEDIO
380;Basica;MEDIO-BAJO
381;Basica;MEDIO
382;Basica;MEDIO
386;Basica;MEDIO
387;Basica;SIN CATEGORIA: BAJA MATRICULA
390;Basica;MEDIO
401;Basica;MEDIO-BAJO
403;Basica;MEDIO-BAJO
405;Basica;MEDIO-BAJO
406;Basica;MEDIO-BAJO
407;Basica;INSUFICIENTE
408;Basica;MEDIO-BAJO
410;Basica;MEDIO-BAJO
411;Basica;MEDIO-BAJO
413;Basica;INSUFICIENTE
415;Basica;MEDIO
416;Basica;MEDIO-BAJO
417;Basica;MEDIO-BAJO
418;Basica;MEDIO
419;Basica;INSUFICIENTE
420;Basica;INSUFICIENTE
421;Basica;MEDIO
423;Basica;MEDIO-BAJO
427;Basica;MEDIO
429;Basica;MEDIO
430;Basica;MEDIO
431;Basica;MEDIO
433;Basica;MEDIO
434;Basica;MEDIO
439;Basica;SIN CATEGORIA: BAJA MATRICULA
440;Basica;MEDIO
441;Basica;INSUFICIENTE
442;Basica;INSUFICIENTE
444;Basica;INSUFICIENTE
445;Basica;SIN CATEGORIA: BAJA MATRICULA
446;Basica;SIN CATEGORIA: BAJA MATRICULA
447;Basica;SIN CATEGORIA: BAJA MATRICULA
450;Basica;MEDIO-BAJO
452;Basica;MEDIO
453;Basica;MEDIO
454;Basica;MEDIO
455;Basica;MEDIO
458;Basica;MEDIO
459;Basica;MEDIO
461;Basica;MEDIO
462;Basica;MEDIO
463;Basica;MEDIO-BAJO
464;Basica;MEDIO-BAJO
467;Basica;SIN CATEGORIA: BAJA MATRICULA
468;Basica;SIN CATEGORIA: BAJA MATRICULA
469;Basica;MEDIO
471;Basica;SIN CATEGORIA: BAJA MATRICULA
476;Basica;MEDIO
478;Basica;ALTO
479;Basica;MEDIO
481;Basica;MEDIO-BAJO
482;Basica;SIN CATEGORIA: BAJA MATRICULA
483;Basica;SIN CATEGORIA: BAJA MATRICULA
484;Basica;SIN CATEGORIA: BAJA MATRICULA
485;Basica;SIN CATEGORIA: BAJA MATRICULA
487;Basica;MEDIO-BAJO
489;Basica;INSUFICIENTE
490;Basica;SIN CATEGORIA: BAJA MATRICULA
492;Basica;MEDIO
493;Basica;MEDIO
495;Basica;SIN CATEGORIA: BAJA MATRICULA
496;Basica;SIN CATEGORIA: BAJA MATRICULA
497;Basica;SIN CATEGORIA: BAJA MATRICULA
498;Basica;SIN CATEGORIA: BAJA MATRICULA
499;Basica;MEDIO
500;Basica;SIN CATEGORIA: BAJA MATRICULA
502;Basica;SIN CATEGORIA: BAJA MATRICULA
503;Basica;SIN CATEGORIA: BAJA MATRICULA
504;Basica;SIN CATEGORIA: BAJA MATRICULA
506;Basica;SIN CATEGORIA: BAJA MATRICULA
508;Basica;SIN CATEGORIA: BAJA MATRICULA
509;Basica;SIN CATEGORIA: BAJA MATRICULA
514;Basica;SIN CATEGORIA: BAJA MATRICULA
519;Basica;MEDIO
521;Basica;MEDIO
522;Basica;MEDIO-BAJO
523;Basica;INSUFICIENTE
525;Basica;INSUFICIENTE
526;Basica;MEDIO
527;Basica;INSUFICIENTE
528;Basica;MEDIO-BAJO
530;Basica;MEDIO-BAJO
531;Basica;INSUFICIENTE
533;Basica;MEDIO-BAJO
534;Basica;MEDIO-BAJO
535;Basica;MEDIO-BAJO
536;Basica;INSUFICIENTE
539;Basica;MEDIO
540;Basica;MEDIO-BAJO
542;Basica;MEDIO
543;Basica;MEDIO
546;Basica;MEDIO
548;Basica;MEDIO-BAJO
549;Basica;SIN CATEGORIA: BAJA MATRICULA
550;Basica;SIN CATEGORIA: BAJA MATRICULA
551;Basica;MEDIO
552;Basica;SIN CATEGORIA: BAJA MATRICULA
554;Basica;SIN CATEGORIA: BAJA MATRICULA
556;Basica;INSUFICIENTE
557;Basica;ALTO
558;Basica;SIN CATEGORIA: BAJA MATRICULA
560;Basica;MEDIO
561;Basica;SIN CATEGORIA: BAJA MATRICULA
562;Basica;MEDIO
563;Basica;SIN CATEGORIA: BAJA MATRICULA
564;Basica;SIN CATEGORIA: BAJA MATRICULA
565;Basica;MEDIO
566;Basica;MEDIO
567;Basica;ALTO
568;Basica;MEDIO
570;Basica;MEDIO
573;Basica;MEDIO
579;Basica;MEDIO
580;Basica;ALTO
581;Basica;MEDIO-BAJO
582;Basica;MEDIO
583;Basica;MEDIO
585;Basica;MEDIO
587;Basica;ALTO
589;Basica;MEDIO
590;Basica;MEDIO
591;Basica;MEDIO
594;Basica;MEDIO
597;Basica;MEDIO
598;Basica;SIN CATEGORIA: BAJA MATRICULA
599;Basica;MEDIO-BAJO
602;Basica;MEDIO
604;Basica;SIN CATEGORIA: BAJA MATRICULA
606;Basica;SIN CATEGORIA: BAJA MATRICULA
608;Basica;SIN CATEGORIA: BAJA MATRICULA
612;Basica;MEDIO
613;Basica;MEDIO-BAJO
614;Basica;MEDIO-BAJO
615;Basica;MEDIO
616;Basica;MEDIO
617;Basica;MEDIO
618;Basica;MEDIO-BAJO
620;Basica;MEDIO-BAJO
621;Basica;MEDIO
625;Basica;MEDIO
626;Basica;MEDIO
628;Basica;MEDIO
629;Basica;MEDIO
630;Basica;MEDIO
631;Basica;MEDIO
632;Basica;MEDIO
634;Basica;MEDIO
635;Basica;SIN CATEGORIA: BAJA MATRICULA
637;Basica;MEDIO-BAJO
638;Basica;SIN CATEGORIA: BAJA MATRICULA
639;Basica;MEDIO
640;Basica;SIN CATEGORIA: BAJA MATRICULA
641;Basica;ALTO
642;Basica;MEDIO
643;Basica;MEDIO
644;Basica;SIN CATEGORIA: BAJA MATRICULA
645;Basica;SIN CATEGORIA: BAJA MATRICULA
646;Basica;MEDIO
647;Basica;MEDIO-BAJO
648;Basica;ALTO
649;Basica;MEDIO
650;Basica;MEDIO
655;Basica;MEDIO
657;Basica;MEDIO-BAJO
658;Basica;MEDIO
659;Basica;SIN CATEGORIA: BAJA MATRICULA
661;Basica;SIN CATEGORIA: BAJA MATRICULA
662;Basica;SIN CATEGORIA: BAJA MATRICULA
664;Basica;ALTO
666;Basica;MEDIO-BAJO
668;Basica;ALTO
669;Basica;MEDIO
671;Basica;MEDIO
672;Basica;MEDIO
673;Basica;INSUFICIENTE
674;Basica;SIN CATEGORIA: BAJA MATRICULA
676;Basica;SIN CATEGORIA: BAJA MATRICULA
678;Basica;MEDIO
680;Basica;MEDIO-BAJO
681;Basica;SIN CATEGORIA: BAJA MATRICULA
682;Basica;INSUFICIENTE
683;Basica;SIN CATEGORIA: BAJA MATRICULA
686;Basica;SIN CATEGORIA: BAJA MATRICULA
687;Basica;SIN CATEGORIA: BAJA MATRICULA
688;Basica;SIN CATEGORIA: BAJA MATRICULA
689;Basica;SIN CATEGORIA: BAJA MATRICULA
690;Basica;MEDIO
691;Basica;MEDIO
692;Basica;INSUFICIENTE
693;Basica;SIN CATEGORIA: BAJA MATRICULA
694;Basica;MEDIO-BAJO
695;Basica;SIN CATEGORIA: BAJA MATRICULA
696;Basica;SIN CATEGORIA: BAJA MATRICULA
697;Basica;SIN CATEGORIA: BAJA MATRICULA
699;Basica;SIN CATEGORIA: BAJA MATRICULA
706;Basica;MEDIO-BAJO
707;Basica;MEDIO
708;Basica;MEDIO
709;Basica;MEDIO
710;Basica;MEDIO-BAJO
711;Basica;MEDIO-BAJO
712;Basica;MEDIO
713;Basica;MEDIO
714;Basica;MEDIO
715;Basica;MEDIO
716;Basica;MEDIO
718;Basica;MEDIO-BAJO
721;Basica;MEDIO
722;Basica;MEDIO
723;Basica;SIN CATEGORIA: BAJA MATRICULA
724;Basica;SIN CATEGORIA: BAJA MATRICULA
725;Basica;MEDIO
726;Basica;SIN CATEGORIA: BAJA MATRICULA
728;Basica;SIN CATEGORIA: BAJA MATRICULA
729;Basica;MEDIO
730;Basica;MEDIO-BAJO
731;Basica;SIN CATEGORIA: BAJA MATRICULA
733;Basica;SIN CATEGORIA: BAJA MATRICULA
735;Basica;SIN CATEGORIA: BAJA MATRICULA
736;Basica;SIN CATEGORIA: BAJA MATRICULA
737;Basica;MEDIO
740;Basica;MEDIO-BAJO
743;Basica;MEDIO
744;Basica;SIN CATEGORIA: BAJA MATRICULA
745;Basica;SIN CATEGORIA: BAJA MATRICULA
746;Basica;SIN CATEGORIA: BAJA MATRICULA
747;Basica;MEDIO
749;Basica;SIN CATEGORIA: BAJA MATRICULA
750;Basica;MEDIO
752;Basica;SIN CATEGORIA: BAJA MATRICULA
753;Basica;MEDIO
754;Basica;SIN CATEGORIA: BAJA MATRICULA
755;Basica;SIN CATEGORIA: BAJA MATRICULA
756;Basica;SIN CATEGORIA: BAJA MATRICULA
757;Basica;MEDIO-BAJO
758;Basica;SIN CATEGORIA: BAJA MATRICULA
759;Basica;SIN CATEGORIA: BAJA MATRICULA
760;Basica;SIN CATEGORIA: BAJA MATRICULA
762;Basica;SIN CATEGORIA: BAJA MATRICULA
763;Basica;MEDIO
766;Basica;ALTO
767;Basica;MEDIO
769;Basica;ALTO
770;Basica;ALTO
771;Basica;SIN CATEGORIA: BAJA MATRICULA
773;Basica;MEDIO
774;Basica;MEDIO
775;Basica;SIN CATEGORIA: BAJA MATRICULA
776;Basica;SIN CATEGORIA: BAJA MATRICULA
777;Basica;SIN CATEGORIA: BAJA MATRICULA
778;Basica;SIN CATEGORIA: BAJA MATRICULA
780;Basica;SIN CATEGORIA: BAJA MATRICULA
783;Basica;SIN CATEGORIA: BAJA MATRICULA
784;Basica;SIN CATEGORIA: BAJA MATRICULA
785;Basica;SIN CATEGORIA: BAJA MATRICULA
786;Basica;SIN CATEGORIA: BAJA MATRICULA
787;Basica;SIN CATEGORIA: BAJA MATRICULA
788;Basica;SIN CATEGORIA: BAJA MATRICULA
789;Basica;SIN CATEGORIA: BAJA MATRICULA
790;Basica;SIN CATEGORIA: BAJA MATRICULA
792;Basica;SIN CATEGORIA: BAJA MATRICULA
793;Basica;ALTO
795;Basica;SIN CATEGORIA: BAJA MATRICULA
797;Basica;SIN CATEGORIA: BAJA MATRICULA
798;Basica;MEDIO
799;Basica;MEDIO
800;Basica;MEDIO-BAJO
803;Basica;MEDIO
804;Basica;MEDIO
805;Basica;SIN CATEGORIA: BAJA MATRICULA
806;Basica;SIN CATEGORIA: BAJA MATRICULA
807;Basica;SIN CATEGORIA: BAJA MATRICULA
809;Basica;SIN CATEGORIA: BAJA MATRICULA
810;Basica;SIN CATEGORIA: BAJA MATRICULA
812;Basica;SIN CATEGORIA: BAJA MATRICULA
813;Basica;SIN CATEGORIA: BAJA MATRICULA
814;Basica;SIN CATEGORIA: BAJA MATRICULA
816;Basica;SIN CATEGORIA: BAJA MATRICULA
817;Basica;SIN CATEGORIA: BAJA MATRICULA
818;Basica;SIN CATEGORIA: BAJA MATRICULA
819;Basica;SIN CATEGORIA: BAJA MATRICULA
820;Basica;SIN CATEGORIA: BAJA MATRICULA
821;Basica;MEDIO
822;Basica;MEDIO
823;Basica;SIN CATEGORIA: BAJA MATRICULA
824;Basica;SIN CATEGORIA: BAJA MATRICULA
825;Basica;SIN CATEGORIA: BAJA MATRICULA
826;Basica;SIN CATEGORIA: BAJA MATRICULA
827;Basica;MEDIO
830;Basica;SIN CATEGORIA: BAJA MATRICULA
831;Basica;SIN CATEGORIA: BAJA MATRICULA
833;Basica;ALTO
835;Basica;SIN CATEGORIA: BAJA MATRICULA
836;Basica;SIN CATEGORIA: BAJA MATRICULA
837;Basica;SIN CATEGORIA: BAJA MATRICULA
838;Basica;SIN CATEGORIA: BAJA MATRICULA
839;Basica;SIN CATEGORIA: BAJA MATRICULA
841;Basica;SIN CATEGORIA: BAJA MATRICULA
843;Basica;SIN CATEGORIA: BAJA MATRICULA
844;Basica;SIN CATEGORIA: BAJA MATRICULA
847;Basica;MEDIO
848;Basica;MEDIO
849;Basica;MEDIO
850;Basica;SIN CATEGORIA: BAJA MATRICULA
851;Basica;MEDIO
852;Basica;ALTO
857;Basica;MEDIO
859;Basica;SIN CATEGORIA: BAJA MATRICULA
862;Basica;SIN CATEGORIA: BAJA MATRICULA
864;Basica;SIN CATEGORIA: BAJA MATRICULA
865;Basica;SIN CATEGORIA: BAJA MATRICULA
868;Basica;SIN CATEGORIA: BAJA MATRICULA
869;Basica;SIN CATEGORIA: BAJA MATRICULA
870;Basica;SIN CATEGORIA: BAJA MATRICULA
871;Basica;SIN CATEGORIA: BAJA MATRICULA
872;Basica;SIN CATEGORIA: BAJA MATRICULA
874;Basica;SIN CATEGORIA: BAJA MATRICULA
875;Basica;SIN CATEGORIA: BAJA MATRICULA
876;Basica;SIN CATEGORIA: FALTA DE INFORMACION
879;Basica;SIN CATEGORIA: BAJA MATRICULA
883;Basica;SIN CATEGORIA: BAJA MATRICULA
884;Basica;SIN CATEGORIA: BAJA MATRICULA
886;Basica;SIN CATEGORIA: BAJA MATRICULA
887;Basica;SIN CATEGORIA: BAJA MATRICULA
888;Basica;SIN CATEGORIA: BAJA MATRICULA
889;Basica;SIN CATEGORIA: BAJA MATRICULA
890;Basica;SIN CATEGORIA: BAJA MATRICULA
891;Basica;SIN CATEGORIA: BAJA MATRICULA
892;Basica;SIN CATEGORIA: BAJA MATRICULA
896;Basica;SIN CATEGORIA: BAJA MATRICULA
897;Basica;INSUFICIENTE
899;Basica;SIN CATEGORIA: BAJA MATRICULA
